day,action,lockdown_level,S,E,I,R,D,Active,Total_Ever_Infected,new_infections,new_deaths,new_recoveries,A,U,rho_A,AS,US,AI,R_eff,beta_avg,base_economy,adjusted_economy,workforce_available,transmission_multiplier,cumulative_deaths,cumulative_infections
29,1,1,935,6,30,29,0,30,65,1,0,2,632,368,0.632,589,346,21,0.2545816,0.01944855614973262,0.65,0.6305,970,0.65,0,52
30,1,1,933,6,28,33,0,28,67,2,0,4,630,370,0.63,589,344,18,0.25385360000000007,0.019434512325830655,0.65,0.6318,972,0.65,0,54
31,1,1,929,9,28,34,0,28,71,4,0,1,637,363,0.637,591,338,17,0.25210640000000006,0.019383853606027988,0.65,0.6318,972,0.65,0,58
32,1,1,929,4,28,39,0,28,71,0,0,5,615,385,0.615,570,359,19,0.255164,0.019618945102260494,0.65,0.6318,972,0.65,0,58
33,1,1,926,6,25,43,0,25,74,3,0,4,631,369,0.631,590,336,16,0.25116000000000005,0.01937365010799136,0.65,0.63375,975,0.65,0,61
34,1,1,927,4,26,43,0,26,73,0,0,1,629,371,0.629,587,340,19,0.25196080000000004,0.01941445523193096,0.65,0.6331,974,0.65,0,61
35,1,1,925,4,28,43,0,28,75,4,0,2,623,377,0.623,581,344,20,0.25210640000000006,0.019467675675675675,0.65,0.6318,972,0.65,0,65
36,1,1,923,5,28,44,0,28,77,2,0,1,625,375,0.625,577,346,19,0.25196080000000004,0.019498591549295775,0.65,0.6318,972,0.65,0,67
37,1,1,922,4,31,43,0,31,78,2,0,0,624,376,0.624,568,354,20,0.25290720000000005,0.01959305856832972,0.65,0.62985,969,0.65,0,69
38,1,1,918,7,29,46,0,29,82,5,0,4,641,359,0.641,583,335,20,0.2492672,0.01939520697167756,0.65,0.63115,971,0.65,0,74
39,1,1,918,7,27,48,0,27,82,1,0,3,626,374,0.626,570,348,20,0.25116,0.019542483660130717,0.65,0.6324500000000001,973,0.65,0,75
40,1,1,916,9,25,50,0,25,84,2,0,2,603,397,0.603,552,364,13,0.2530528000000001,0.019732751091703058,0.65,0.63375,975,0.65,0,77
41,1,1,915,7,28,50,0,28,85,1,0,0,608,392,0.608,546,369,18,0.2535624,0.019794098360655737,0.65,0.6318,972,0.65,0,78
42,1,1,909,10,28,53,0,28,91,6,0,3,614,386,0.614,545,364,22,0.2515240000000001,0.019764576457645767,0.65,0.6318,972,0.65,0,84
43,1,1,909,8,28,55,0,28,91,1,0,3,603,397,0.603,540,369,22,0.25225200000000003,0.019821782178217822,0.65,0.6318,972,0.65,0,85
44,1,1,905,8,30,57,0,30,95,4,0,2,597,403,0.597,532,373,21,0.2519608,0.019886408839779005,0.65,0.6305,970,0.65,0,89
45,1,1,903,9,30,58,0,30,97,3,0,2,616,384,0.616,555,348,18,0.24788400000000005,0.019607973421926914,0.65,0.6305,970,0.65,0,92
46,1,1,900,9,31,60,0,31,100,3,0,2,636,364,0.636,574,326,19,0.24402559999999998,0.01936711111111111,0.65,0.62985,969,0.65,0,95
47,1,1,897,9,34,60,0,34,103,4,0,1,664,336,0.664,594,303,23,0.24002160000000003,0.01911304347826087,0.65,0.6279,966,0.65,0,99
48,1,1,896,7,37,60,0,37,104,1,0,0,674,326,0.674,603,293,21,0.2383472,0.019000892857142855,0.65,0.62595,963,0.65,0,100
49,1,1,891,10,35,64,0,35,109,5,0,4,672,328,0.672,604,287,24,0.23638160000000003,0.018949943883277216,0.65,0.62725,965,0.65,0,105
50,1,1,890,9,37,64,0,37,110,2,0,1,673,327,0.673,599,291,24,0.23674560000000006,0.01900044943820225,0.65,0.62595,963,0.65,0,107
51,1,1,889,8,38,64,1,38,111,1,1,0,643,356,0.643,573,316,28,0.24016720000000003,0.01929673790776153,0.65,0.6246499999999999,961,0.65,1,108
52,1,1,886,6,37,70,1,37,114,4,0,7,632,367,0.632,556,330,28,0.24155040000000008,0.019473589164785556,0.65,0.6253000000000001,962,0.65,1,112
53,1,1,885,5,36,73,1,36,115,1,0,3,625,374,0.625,555,330,20,0.24133200000000005,0.01947796610169492,0.65,0.62595,963,0.65,1,113
54,1,1,880,9,36,74,1,36,120,5,0,1,609,390,0.609,530,350,24,0.24315200000000003,0.01973636363636364,0.65,0.62595,963,0.65,1,118
55,1,1,877,9,35,78,1,35,123,3,0,4,649,350,0.649,566,311,22,0.2368184,0.019288027366020522,0.65,0.6266,964,0.65,1,121
56,1,1,875,8,36,80,1,36,125,2,0,2,651,348,0.651,575,300,24,0.23478000000000007,0.01916571428571429,0.65,0.62595,963,0.65,1,123
57,1,1,871,10,35,83,1,35,129,4,0,3,635,364,0.635,553,318,21,0.23652720000000008,0.01939701492537314,0.65,0.6266,964,0.65,1,127
58,1,1,864,14,35,86,1,35,136,7,0,3,642,357,0.642,550,314,26,0.23441600000000004,0.019379629629629632,0.65,0.6266,964,0.65,1,134
59,1,1,863,12,35,89,1,35,137,1,0,3,662,337,0.662,576,287,26,0.23026640000000007,0.019058632676709156,0.65,0.6266,964,0.65,1,135
60,1,1,857,16,37,89,1,37,143,6,0,0,658,341,0.658,570,287,24,0.22895600000000002,0.0190828471411902,0.65,0.6253000000000001,962,0.65,1,141
61,1,1,854,16,38,91,1,38,146,4,0,3,638,361,0.638,539,315,23,0.23237759999999996,0.01943606557377049,0.65,0.6246499999999999,961,0.65,1,145
62,1,1,853,10,39,97,1,39,147,1,0,6,658,341,0.658,565,288,29,0.22822799999999996,0.019111371629542788,0.65,0.624,960,0.65,1,146
63,1,1,850,10,39,100,1,39,150,4,0,4,629,370,0.629,543,307,25,0.23033920000000005,0.01935623529411765,0.65,0.624,960,0.65,1,150
64,1,1,852,9,37,101,1,37,148,1,0,4,598,401,0.598,511,341,26,0.23572640000000003,0.019762441314553993,0.65,0.6253000000000001,962,0.65,1,151
65,1,1,849,9,38,103,1,38,151,3,0,2,587,412,0.587,501,348,23,0.23609039999999995,0.019862897526501763,0.65,0.6246499999999999,961,0.65,1,154
66,1,1,842,12,41,104,1,41,158,8,0,2,614,385,0.614,510,332,31,0.23223200000000005,0.019700712589073636,0.65,0.6227,958,0.65,1,162
67,1,1,840,12,41,106,1,41,160,3,0,3,600,399,0.6,507,333,24,0.23194080000000003,0.019722857142857143,0.65,0.6227,958,0.65,1,165
68,1,1,835,15,41,108,1,41,165,6,0,3,617,382,0.617,520,315,27,0.22822799999999996,0.019523353293413172,0.65,0.6227,958,0.65,1,171
69,1,1,833,15,40,111,1,40,167,2,0,3,645,354,0.645,540,293,27,0.224588,0.01925810324129652,0.65,0.6233500000000001,959,0.65,1,173
70,1,1,832,13,44,110,1,44,168,2,0,0,647,352,0.647,530,302,29,0.22568,0.019375,0.65,0.62075,955,0.65,1,175
71,1,1,833,6,49,111,1,49,167,1,0,3,630,369,0.63,527,306,32,0.2264808,0.019420408163265304,0.65,0.6175,950,0.65,1,176
72,1,1,831,5,47,116,1,47,169,2,0,5,650,349,0.65,542,289,31,0.2235688,0.01921684717208183,0.65,0.6188,952,0.65,1,178
73,1,1,832,3,46,118,1,46,168,0,0,3,634,365,0.634,530,302,30,0.22568,0.019375,0.65,0.6194500000000001,953,0.65,1,178
74,1,1,831,5,46,117,1,46,169,3,0,1,615,384,0.615,513,318,25,0.22779120000000003,0.019579783393501807,0.65,0.6194500000000001,953,0.65,1,181
75,1,1,830,7,43,119,1,43,170,3,0,4,640,359,0.64,535,295,27,0.22422400000000003,0.019296385542168677,0.65,0.6214,956,0.65,1,184
76,1,1,823,11,45,120,1,45,177,7,0,1,645,354,0.645,531,292,30,0.22225840000000002,0.019289914945321993,0.65,0.6201,954,0.65,1,191
77,1,1,819,10,47,123,1,47,181,6,0,5,650,349,0.65,533,286,31,0.22051120000000005,0.019231746031746034,0.65,0.6188,952,0.65,1,197
78,1,1,817,11,46,125,1,46,183,4,0,4,640,359,0.64,528,289,31,0.22051120000000005,0.019278824969400248,0.65,0.6194500000000001,953,0.65,1,201
79,1,1,813,13,42,131,1,42,187,4,0,6,651,348,0.651,532,281,27,0.2184728,0.019194587945879457,0.65,0.6220500000000001,957,0.65,1,205
80,1,1,808,13,44,134,1,44,192,6,0,4,671,328,0.671,545,263,32,0.21476000000000003,0.018985148514851485,0.65,0.62075,955,0.65,1,211
81,1,1,802,16,43,138,1,43,198,7,0,5,671,328,0.671,536,266,26,0.2138864,0.01904937655860349,0.65,0.6214,956,0.65,1,218
82,1,1,799,14,45,141,1,45,201,3,0,3,669,330,0.669,538,261,27,0.21250320000000003,0.018997246558197747,0.65,0.6201,954,0.65,1,221
83,1,1,798,8,47,146,1,47,202,2,0,6,643,356,0.643,518,280,34,0.21505120000000005,0.019249122807017547,0.65,0.6188,952,0.65,1,223
84,1,1,793,13,45,148,1,45,207,6,0,3,637,362,0.637,514,279,25,0.21381360000000008,0.019259016393442626,0.65,0.6201,954,0.65,1,229
85,1,1,787,16,46,150,1,46,213,6,0,2,645,354,0.645,521,266,30,0.21061040000000003,0.019115120711562898,0.65,0.6194500000000001,953,0.65,1,235
86,1,1,785,13,47,154,1,47,215,2,0,4,613,386,0.613,487,298,32,0.21483280000000005,0.01954802547770701,0.65,0.6188,952,0.65,1,237
87,1,1,784,15,48,152,1,48,216,4,0,1,619,380,0.619,500,284,28,0.21257600000000004,0.019367346938775513,0.65,0.61815,951,0.65,1,241
88,1,1,777,18,48,156,1,48,223,7,0,4,650,349,0.65,517,260,30,0.20755280000000004,0.019080051480051482,0.65,0.61815,951,0.65,1,248
89,1,1,769,18,51,160,2,51,231,8,1,4,619,379,0.619,486,283,33,0.20915440000000002,0.019427308192457738,0.65,0.61555,947,0.65,2,256
90,1,1,763,21,52,162,2,52,237,6,0,2,624,374,0.624,486,277,31,0.20697040000000003,0.01937562254259502,0.65,0.6149,946,0.65,2,262
91,1,1,761,20,51,166,2,51,239,2,0,4,653,345,0.653,492,269,30,0.20536880000000002,0.019276215505913272,0.65,0.61555,947,0.65,2,264
92,1,1,756,19,53,170,2,53,244,6,0,5,592,406,0.592,445,311,33,0.21039200000000002,0.01987830687830688,0.65,0.61425,945,0.65,2,270
93,1,1,751,16,58,173,2,58,249,5,0,3,567,431,0.567,425,326,38,0.211484,0.02011451398135819,0.65,0.611,940,0.65,2,275
94,1,1,748,13,61,176,2,61,252,4,0,4,583,415,0.583,428,320,41,0.2099552,0.020049197860962566,0.65,0.6090500000000001,937,0.65,2,279
95,1,1,745,15,60,178,2,60,255,4,0,3,602,396,0.602,448,297,41,0.20595120000000003,0.019746040268456378,0.65,0.6097,938,0.65,2,283
96,1,1,743,12,62,181,2,62,257,3,0,4,649,349,0.649,481,262,42,0.20041840000000002,0.019267294751009422,0.65,0.6083999999999999,936,0.65,2,286
97,1,1,739,11,63,185,2,63,261,4,0,4,626,372,0.626,472,267,40,0.2002728,0.019357510148849795,0.65,0.60775,935,0.65,2,290
98,1,1,736,12,61,189,2,61,264,4,0,5,662,336,0.662,494,242,46,0.19597760000000003,0.019019565217391305,0.65,0.6090500000000001,937,0.65,2,294
99,1,1,733,13,61,191,2,61,267,6,0,5,638,360,0.638,477,256,43,0.19736080000000003,0.019232196452933153,0.65,0.6090500000000001,937,0.65,2,300
100,1,1,733,11,59,195,2,59,267,2,0,6,633,365,0.633,472,261,51,0.1980888,0.019303137789904504,0.65,0.6103500000000001,939,0.65,2,302
101,1,1,732,9,60,197,2,60,268,3,0,4,631,367,0.631,464,268,46,0.1988896,0.019407650273224043,0.65,0.6097,938,0.65,2,305
102,1,1,730,10,59,199,2,59,270,4,0,4,654,344,0.654,476,254,46,0.19641440000000002,0.0192186301369863,0.65,0.6103500000000001,939,0.65,2,309
103,1,1,728,9,53,208,2,53,272,3,0,10,643,355,0.643,463,265,43,0.1975792,0.019385714285714287,0.65,0.61425,945,0.65,2,312
104,1,1,728,9,49,212,2,49,272,2,0,6,625,373,0.625,452,276,38,0.19918080000000002,0.019542857142857143,0.65,0.61685,949,0.65,2,314
105,1,1,725,12,47,214,2,47,275,4,0,3,619,379,0.619,453,272,35,0.19794319999999999,0.019501793103448274,0.65,0.61815,951,0.65,2,318
106,1,1,726,9,46,217,2,46,274,1,0,5,608,390,0.608,443,283,27,0.19976320000000003,0.01965399449035813,0.65,0.6188,952,0.65,2,319
107,1,1,726,5,46,221,2,46,274,1,0,5,594,404,0.594,420,306,26,0.20311200000000004,0.019983471074380168,0.65,0.6188,952,0.65,2,320
108,1,1,720,9,44,225,2,44,280,7,0,5,585,413,0.585,427,293,26,0.19990879999999997,0.01983222222222222,0.65,0.6201,954,0.65,2,327
109,1,1,717,10,43,228,2,43,283,3,0,3,625,373,0.625,453,264,27,0.19503120000000002,0.01942928870292887,0.65,0.62075,955,0.65,2,330
110,1,1,712,15,36,235,2,36,288,7,0,9,617,381,0.617,438,274,28,0.19539520000000002,0.019602247191011238,0.65,0.6253000000000001,962,0.65,2,337
111,1,1,714,12,38,234,2,38,286,1,0,2,631,367,0.631,449,265,30,0.19452160000000002,0.019459943977591036,0.65,0.624,960,0.65,2,338
112,1,1,714,6,44,234,2,44,286,1,0,1,651,347,0.651,462,252,33,0.1926288,0.019270588235294116,0.65,0.6201,954,0.65,2,339
113,1,1,713,4,45,236,2,45,287,2,0,3,605,393,0.605,440,273,34,0.195468,0.019582047685834502,0.65,0.6194500000000001,953,0.65,2,341
114,1,1,713,6,44,235,2,44,287,3,0,2,603,395,0.603,435,278,33,0.19619599999999998,0.019654978962131836,0.65,0.6201,954,0.65,2,344
115,1,1,713,5,43,237,2,43,287,1,0,3,603,395,0.603,429,284,28,0.1970696,0.01974249649368864,0.65,0.62075,955,0.65,2,345
116,1,1,712,7,40,239,2,40,288,2,0,3,624,374,0.624,454,258,27,0.1930656,0.019368539325842697,0.65,0.6227,958,0.65,2,347
117,1,1,714,5,39,240,2,39,286,1,0,4,612,386,0.612,451,263,28,0.1942304,0.01943081232492997,0.65,0.6233500000000001,959,0.65,2,348
118,1,1,714,5,39,239,3,39,286,3,1,2,655,342,0.655,478,236,28,0.19029920000000003,0.019037535014005603,0.65,0.6227,958,0.65,3,351
119,1,1,710,10,36,241,3,36,290,6,0,4,625,372,0.625,449,261,25,0.1930656,0.019423098591549295,0.65,0.6246499999999999,961,0.65,3,357
120,1,1,709,10,34,244,3,34,291,2,0,4,625,372,0.625,448,261,24,0.1928472,0.019428490832157967,0.65,0.62595,963,0.65,3,359
121,1,1,705,11,36,245,3,36,295,5,0,2,622,375,0.622,441,264,30,0.1924104,0.019494468085106385,0.65,0.6246499999999999,961,0.65,3,364
122,1,1,708,8,36,245,3,36,292,1,0,4,625,372,0.625,449,259,29,0.19233760000000003,0.0194045197740113,0.65,0.6246499999999999,961,0.65,3,365
123,1,1,708,7,33,249,3,33,292,2,0,6,622,375,0.622,450,258,27,0.19219200000000003,0.01938983050847458,0.65,0.6266,964,0.65,3,367
124,1,1,706,6,32,253,3,32,294,3,0,5,622,375,0.622,450,256,22,0.19146400000000002,0.019371104815864026,0.65,0.62725,965,0.65,3,370
125,1,1,709,7,32,249,3,32,291,3,0,2,599,398,0.599,431,278,18,0.1953224,0.019677856135401975,0.65,0.62725,965,0.65,3,373
126,1,1,709,6,33,249,3,33,291,2,0,2,621,376,0.621,451,258,20,0.19241039999999998,0.019384485190409025,0.65,0.6266,964,0.65,3,375
127,1,1,710,4,34,249,3,34,290,0,0,1,636,361,0.636,461,249,22,0.19131840000000003,0.019247323943661975,0.65,0.62595,963,0.65,3,375
128,1,1,711,4,34,248,3,34,289,4,0,4,656,341,0.656,468,243,27,0.1906632,0.019154430379746835,0.65,0.62595,963,0.65,3,379
129,1,1,714,2,32,249,3,32,286,0,0,4,666,331,0.666,477,237,21,0.19044480000000003,0.019052100840336136,0.65,0.62725,965,0.65,3,379
130,1,1,711,6,32,248,3,32,289,5,0,1,635,362,0.635,460,251,24,0.19182800000000003,0.01927144866385373,0.65,0.62725,965,0.65,3,384
131,1,1,712,4,33,248,3,33,288,0,0,1,602,395,0.602,433,279,25,0.19612320000000003,0.019675280898876407,0.65,0.6266,964,0.65,3,384
132,1,1,712,3,34,248,3,34,288,1,0,1,611,386,0.611,441,271,25,0.19495839999999998,0.019558426966292133,0.65,0.62595,963,0.65,3,385
133,1,1,714,2,33,248,3,33,286,0,0,2,576,421,0.576,413,301,21,0.1997632,0.019984313725490196,0.65,0.6266,964,0.65,3,385
134,1,1,712,6,28,251,3,28,288,5,0,6,627,370,0.627,455,257,18,0.19292,0.01935393258426966,0.65,0.62985,969,0.65,3,390
135,1,1,714,5,28,250,3,28,286,0,0,1,598,399,0.598,441,273,16,0.19568639999999998,0.019576470588235292,0.65,0.62985,969,0.65,3,390
136,1,1,713,6,27,251,3,27,287,2,0,2,631,366,0.631,458,255,18,0.19284720000000005,0.0193194950911641,0.65,0.6305,970,0.65,3,392
137,1,1,714,5,27,251,3,27,286,1,0,2,615,382,0.615,451,263,15,0.1942304,0.01943081232492997,0.65,0.6305,970,0.65,3,393
138,1,1,713,5,27,252,3,27,287,3,0,3,639,358,0.639,463,250,22,0.1921192,0.01924656381486676,0.65,0.6305,970,0.65,3,396
139,1,1,711,7,25,254,3,25,289,4,0,4,650,347,0.65,455,256,19,0.19255600000000003,0.019344585091420535,0.65,0.6318,972,0.65,3,400
140,1,1,709,8,23,257,3,23,291,2,0,3,631,366,0.631,449,260,15,0.19270160000000003,0.019413822284908323,0.65,0.6331,974,0.65,3,402
141,1,1,710,7,22,258,3,22,290,1,0,3,619,378,0.619,443,267,16,0.19393920000000003,0.01951098591549296,0.65,0.63375,975,0.65,3,403
142,1,1,709,5,22,261,3,22,291,2,0,4,629,368,0.629,456,253,15,0.19168240000000003,0.019311142454160792,0.65,0.63375,975,0.65,3,405
143,1,1,708,3,25,261,3,25,292,2,0,1,608,389,0.608,445,263,13,0.19292,0.019463276836158193,0.65,0.6318,972,0.65,3,407
144,1,1,711,3,25,258,3,25,289,0,0,0,623,374,0.623,447,264,17,0.1937208,0.019461603375527426,0.65,0.6318,972,0.65,3,407
145,1,1,710,4,23,260,3,23,290,1,0,2,650,347,0.65,471,239,14,0.1898624,0.019100845070422534,0.65,0.6331,974,0.65,3,408
146,1,1,712,4,22,259,3,22,288,1,0,2,635,362,0.635,471,241,11,0.19059040000000002,0.019120224719101124,0.65,0.63375,975,0.65,3,409
147,1,1,714,3,19,261,3,19,286,0,0,4,611,386,0.611,456,258,9,0.1935024,0.01935798319327731,0.65,0.6357,978,0.65,3,409
148,1,1,714,3,18,262,3,18,286,1,0,2,591,406,0.591,436,278,9,0.19641440000000002,0.019649299719887957,0.65,0.63635,979,0.65,3,410
149,1,1,715,2,17,262,4,17,285,0,1,1,608,388,0.608,446,269,11,0.19532239999999998,0.019512727272727272,0.65,0.63635,979,0.65,4,410
150,1,1,717,2,18,259,4,18,283,1,0,0,634,362,0.634,459,258,14,0.1941576,0.019342259414225942,0.65,0.6357,978,0.65,4,411
151,1,1,718,3,17,258,4,17,282,1,0,1,622,374,0.622,460,258,16,0.19437600000000002,0.019337047353760448,0.65,0.63635,979,0.65,4,412
152,1,1,718,2,18,258,4,18,282,1,0,1,596,400,0.596,431,287,13,0.19859840000000004,0.019757103064066854,0.65,0.6357,978,0.65,4,413
153,1,1,718,3,18,257,4,18,282,1,0,0,601,395,0.601,440,278,11,0.19728800000000005,0.019626740947075214,0.65,0.6357,978,0.65,4,414
154,1,1,719,3,15,259,4,15,281,0,0,3,640,356,0.64,467,252,11,0.19372080000000003,0.01924506258692629,0.65,0.6376499999999999,981,0.65,4,414
155,1,1,719,3,12,262,4,12,281,1,0,4,651,345,0.651,481,238,7,0.19168239999999998,0.019042559109874825,0.65,0.6396000000000001,984,0.65,4,415
156,1,1,719,3,11,263,4,11,281,1,0,2,643,353,0.643,482,237,5,0.1915368,0.019028094575799723,0.65,0.64025,985,0.65,4,416
157,1,1,720,3,12,261,4,12,280,1,0,0,645,351,0.645,478,242,8,0.19248320000000002,0.019095555555555557,0.65,0.6396000000000001,984,0.65,4,417
158,1,1,721,5,10,260,4,10,279,2,0,2,611,385,0.611,451,270,7,0.1967784,0.019494590846047155,0.65,0.6409,986,0.65,4,419
159,1,1,723,3,12,258,4,12,277,1,0,1,615,381,0.615,452,271,10,0.19736080000000003,0.019498201936376212,0.65,0.6396000000000001,984,0.65,4,420
160,1,1,723,4,11,258,4,11,277,1,0,1,621,375,0.621,458,265,5,0.1964872,0.0194118948824343,0.65,0.64025,985,0.65,4,421
161,1,1,727,2,13,254,4,13,273,1,0,1,610,386,0.61,462,265,10,0.19736079999999998,0.019390921595598347,0.65,0.63895,983,0.65,4,422
162,1,1,726,2,12,256,4,12,274,1,0,2,608,388,0.608,441,285,9,0.2000544,0.019682644628099173,0.65,0.6396000000000001,984,0.65,4,423
163,1,1,730,1,13,252,4,13,270,0,0,0,616,380,0.616,458,272,9,0.19903520000000002,0.01947506849315069,0.65,0.63895,983,0.65,4,423
164,1,1,731,1,12,252,4,12,269,0,0,1,615,381,0.615,461,270,8,0.19896240000000004,0.019441313269493846,0.65,0.6396000000000001,984,0.65,4,423
165,1,1,733,0,12,251,4,12,267,0,0,1,641,355,0.641,477,256,10,0.19736080000000003,0.019232196452933153,0.65,0.6396000000000001,984,0.65,4,423
166,1,1,734,0,12,250,4,12,266,0,0,0,630,366,0.63,473,261,11,0.19830720000000002,0.01929809264305177,0.65,0.6396000000000001,984,0.65,4,423
167,1,1,733,1,11,251,4,11,267,1,0,1,637,359,0.637,473,260,11,0.1979432,0.019288949522510233,0.65,0.64025,985,0.65,4,424
168,1,1,734,2,9,251,4,9,266,1,0,2,653,343,0.653,474,260,8,0.19816160000000002,0.019283923705722072,0.65,0.6415500000000001,987,0.65,4,425
169,1,1,734,2,6,254,4,6,266,0,0,3,626,370,0.626,462,272,2,0.19990880000000003,0.019453950953678474,0.65,0.6435,990,0.65,4,425
170,1,1,736,2,6,252,4,6,264,0,0,0,612,384,0.612,450,286,1,0.20238399999999998,0.019641304347826086,0.65,0.6435,990,0.65,4,425
171,1,1,737,3,6,250,4,6,263,1,0,0,629,367,0.629,472,265,1,0.1995448,0.019339484396200812,0.65,0.6435,990,0.65,4,426
172,1,1,738,1,7,250,4,7,262,0,0,1,617,379,0.617,462,276,3,0.2013648,0.019489430894308945,0.65,0.64285,989,0.65,4,426
173,1,1,738,1,7,250,4,7,262,0,0,0,622,374,0.622,465,273,3,0.200928,0.019447154471544714,0.65,0.64285,989,0.65,4,426
174,1,1,740,4,6,246,4,6,260,3,0,1,607,389,0.607,453,287,3,0.20340320000000003,0.019633513513513515,0.65,0.6435,990,0.65,4,429
175,1,1,742,2,7,245,4,7,258,0,0,1,642,354,0.642,472,270,6,0.2013648,0.01938436657681941,0.65,0.64285,989,0.65,4,429
176,1,1,743,2,7,244,4,7,257,2,0,2,605,391,0.605,442,301,6,0.20609680000000002,0.019813189771197847,0.65,0.64285,989,0.65,4,431
177,1,1,746,1,8,241,4,8,254,0,0,0,602,394,0.602,437,309,7,0.2079168,0.019907774798927615,0.65,0.6422,988,0.65,4,431
178,1,1,745,3,8,240,4,8,255,2,0,0,606,390,0.606,450,295,7,0.20566,0.019718120805369128,0.65,0.6422,988,0.65,4,433
179,1,1,748,3,7,238,4,7,252,0,0,1,603,393,0.603,453,295,6,0.2063152,0.019701604278074866,0.65,0.64285,989,0.65,4,433
