day,action,lockdown_level,S,E,I,R,D,Active,Total_Ever_Infected,new_infections,new_deaths,new_recoveries,A,U,rho_A,AS,US,AI,R_eff,beta_avg,base_economy,adjusted_economy,workforce_available,transmission_multiplier,cumulative_deaths,cumulative_infections
130,2,2,965,0,1,33,1,1,35,0,0,0,603,396,0.603,586,379,1,0.16365439999999998,0.012113575129533677,0.4,0.39920000000000005,998,0.4,1,49
131,2,2,966,0,1,32,1,1,34,0,0,0,600,399,0.6,578,388,1,0.1645952,0.012170600414078674,0.4,0.39920000000000005,998,0.4,1,49
132,2,2,966,0,1,32,1,1,34,0,0,0,577,422,0.577,555,411,1,0.166656,0.012322981366459627,0.4,0.39920000000000005,998,0.4,1,49
133,2,2,966,0,1,32,1,1,34,0,0,0,582,417,0.582,558,408,1,0.1663872,0.012303105590062114,0.4,0.39920000000000005,998,0.4,1,49
134,2,2,967,0,1,31,1,1,33,0,0,0,606,393,0.606,587,380,1,0.16401280000000004,0.012114994829369185,0.4,0.39920000000000005,998,0.4,1,49
135,2,2,967,0,1,31,1,1,33,0,0,0,586,413,0.586,564,403,1,0.16607360000000002,0.012267218200620477,0.4,0.39920000000000005,998,0.4,1,49
136,2,2,967,1,0,31,1,0,33,1,0,1,605,394,0.605,586,381,0,0.16410239999999998,0.01212161323681489,0.4,0.3996,999,0.4,1,50
137,2,2,968,1,0,30,1,0,32,0,0,0,612,387,0.612,589,379,0,0.1640576,0.012105785123966942,0.4,0.3996,999,0.4,1,50
138,2,2,968,1,0,30,1,0,32,0,0,0,601,398,0.601,583,385,0,0.16459520000000002,0.012145454545454548,0.4,0.3996,999,0.4,1,50
139,2,2,968,1,0,30,1,0,32,0,0,0,601,398,0.601,582,386,0,0.1646848,0.01215206611570248,0.4,0.3996,999,0.4,1,50
140,2,2,969,1,0,29,1,0,31,0,0,0,581,418,0.581,562,407,0,0.16670079999999998,0.01228813209494324,0.4,0.3996,999,0.4,1,50
141,2,2,969,0,1,29,1,1,31,0,0,0,602,397,0.602,584,385,1,0.1647296,0.012142827657378742,0.4,0.39920000000000005,998,0.4,1,50
142,2,2,969,0,1,29,1,1,31,0,0,0,613,386,0.613,593,376,1,0.16392320000000005,0.012083384932920539,0.4,0.39920000000000005,998,0.4,1,50
143,2,2,969,0,1,29,1,1,31,0,0,0,625,374,0.625,607,362,1,0.1626688,0.01199091847265222,0.4,0.39920000000000005,998,0.4,1,50
144,2,2,969,0,1,29,1,1,31,0,0,0,624,375,0.624,607,362,1,0.1626688,0.01199091847265222,0.4,0.39920000000000005,998,0.4,1,50
145,2,2,970,0,1,28,1,1,30,0,0,0,623,376,0.623,605,365,0,0.16307200000000002,0.012008247422680413,0.4,0.39920000000000005,998,0.4,1,50
146,2,2,970,0,1,28,1,1,30,0,0,0,623,376,0.623,603,367,0,0.16325120000000004,0.012021443298969075,0.4,0.39920000000000005,998,0.4,1,50
147,2,2,970,0,1,28,1,1,30,0,0,0,612,387,0.612,592,378,1,0.16423680000000002,0.012094020618556703,0.4,0.39920000000000005,998,0.4,1,50
148,2,2,972,0,1,26,1,1,28,0,0,0,627,372,0.627,609,363,0,0.1631616,0.011990123456790123,0.4,0.39920000000000005,998,0.4,1,50
149,2,2,972,0,1,26,1,1,28,0,0,0,619,380,0.619,602,370,0,0.16378880000000004,0.012036213991769549,0.4,0.39920000000000005,998,0.4,1,50
150,2,2,972,0,1,26,1,1,28,0,0,0,619,380,0.619,600,372,1,0.163968,0.012049382716049384,0.4,0.39920000000000005,998,0.4,1,50
151,2,2,972,0,1,26,1,1,28,0,0,0,630,369,0.63,608,364,1,0.1632512,0.011996707818930042,0.4,0.39920000000000005,998,0.4,1,50
152,2,2,972,0,1,26,1,1,28,0,0,0,580,419,0.58,565,407,1,0.167104,0.012279835390946502,0.4,0.39920000000000005,998,0.4,1,50
153,2,2,972,0,1,26,1,1,28,0,0,0,592,407,0.592,578,394,1,0.16593919999999998,0.012194238683127571,0.4,0.39920000000000005,998,0.4,1,50
154,2,2,972,0,1,26,1,1,28,0,0,0,584,415,0.584,570,402,1,0.16665600000000003,0.012246913580246915,0.4,0.39920000000000005,998,0.4,1,50
155,2,2,972,0,0,27,1,0,28,0,0,1,582,417,0.582,566,406,0,0.1670144,0.012273251028806585,0.4,0.3996,999,0.4,1,50
