day,action,lockdown_level,S,E,I,R,D,Active,Total_Ever_Infected,new_infections,new_deaths,new_recoveries,A,U,rho_A,AS,US,AI,R_eff,beta_avg,base_economy,adjusted_economy,workforce_available,transmission_multiplier,cumulative_deaths,cumulative_infections
250,1,1,769,1,5,217,8,5,231,0,0,1,634,358,0.634,497,272,2,0.23948400000000006,0.022244473342002604,0.75,0.74025,987,0.75,8,603
251,1,1,769,1,4,218,8,4,231,0,0,1,620,372,0.62,480,289,2,0.24234000000000006,0.022509752925877768,0.75,0.741,988,0.75,8,603
252,1,1,768,1,3,220,8,3,232,1,0,2,605,387,0.605,464,304,3,0.24460800000000002,0.022750000000000003,0.75,0.74175,989,0.75,8,604
253,1,1,767,2,2,221,8,2,233,1,0,1,617,375,0.617,488,279,2,0.24015600000000004,0.02236505867014342,0.75,0.7425,990,0.75,8,605
254,1,1,768,3,1,220,8,1,232,1,0,1,603,389,0.603,470,298,0,0.24359999999999998,0.02265625,0.75,0.74325,991,0.75,8,606
255,1,1,770,2,2,218,8,2,230,0,0,0,586,406,0.586,452,318,1,0.24746400000000007,0.02295584415584416,0.75,0.7425,990,0.75,8,606
256,1,1,772,1,3,216,8,3,228,0,0,0,598,394,0.598,463,309,2,0.24645600000000004,0.022803108808290156,0.75,0.74175,989,0.75,8,606
257,1,1,773,0,4,215,8,4,227,0,0,0,637,355,0.637,488,285,4,0.24267600000000003,0.022424320827943083,0.75,0.741,988,0.75,8,606
258,1,1,775,0,4,213,8,4,225,0,0,0,640,352,0.64,501,274,3,0.24133200000000002,0.02224258064516129,0.75,0.741,988,0.75,8,606
259,1,1,775,0,4,213,8,4,225,0,0,0,627,365,0.627,489,286,2,0.24334799999999998,0.02242838709677419,0.75,0.741,988,0.75,8,606
260,1,1,775,0,4,213,8,4,225,0,0,0,601,391,0.601,469,306,2,0.24670799999999998,0.02273806451612903,0.75,0.741,988,0.75,8,606
261,1,1,777,0,4,211,8,4,223,0,0,0,626,366,0.626,491,286,2,0.243852,0.022416988416988415,0.75,0.741,988,0.75,8,606
262,1,1,777,1,4,210,8,4,223,1,0,0,636,356,0.636,495,282,2,0.24317999999999995,0.022355212355212352,0.75,0.741,988,0.75,8,607
263,1,1,776,2,4,210,8,4,224,1,0,0,663,329,0.663,510,266,1,0.24024000000000004,0.02211340206185567,0.75,0.741,988,0.75,8,608
264,1,1,776,2,4,210,8,4,224,0,0,0,642,350,0.642,496,280,2,0.242592,0.022329896907216495,0.75,0.741,988,0.75,8,608
265,1,1,779,2,4,207,8,4,221,0,0,0,609,383,0.609,482,297,1,0.24620400000000003,0.02257509627727856,0.75,0.741,988,0.75,8,608
266,1,1,780,2,3,207,8,3,220,0,0,1,621,371,0.621,494,286,1,0.24460800000000002,0.022400000000000003,0.75,0.74175,989,0.75,8,608
267,1,1,783,1,3,205,8,3,217,0,0,1,640,352,0.64,498,285,2,0.24519600000000003,0.022367816091954026,0.75,0.74175,989,0.75,8,608
268,1,1,783,0,4,205,8,4,217,0,0,0,625,367,0.625,500,283,2,0.24486000000000005,0.022337164750957858,0.75,0.741,988,0.75,8,608
269,1,1,782,2,4,204,8,4,218,2,0,0,633,359,0.633,493,289,4,0.24561600000000003,0.022434782608695653,0.75,0.741,988,0.75,8,610
270,1,1,785,2,4,201,8,4,215,0,0,0,630,362,0.63,493,292,3,0.24687600000000007,0.022463694267515925,0.75,0.741,988,0.75,8,610
271,1,1,786,1,5,200,8,5,214,0,0,0,616,376,0.616,489,297,2,0.247968,0.022534351145038167,0.75,0.74025,987,0.75,8,610
272,1,1,790,1,6,195,8,6,210,1,0,0,643,349,0.643,500,290,4,0.24780000000000002,0.02240506329113924,0.75,0.7395,986,0.75,8,611
273,1,1,789,2,4,197,8,4,211,1,0,2,612,380,0.612,482,307,1,0.2504040000000001,0.022669201520912553,0.75,0.741,988,0.75,8,612
274,1,1,791,1,5,195,8,5,209,0,0,0,627,365,0.627,498,293,4,0.24855600000000005,0.02244500632111252,0.75,0.74025,987,0.75,8,612
275,1,1,794,0,6,192,8,6,206,0,0,0,632,360,0.632,494,300,4,0.250488,0.022534005037783373,0.75,0.7395,986,0.75,8,612
276,1,1,796,0,6,190,8,6,204,0,0,0,634,358,0.634,510,286,2,0.24863999999999997,0.02231155778894472,0.75,0.7395,986,0.75,8,612
277,1,1,796,1,5,189,9,5,204,1,1,0,618,373,0.618,492,304,3,0.251664,0.02258291457286432,0.75,0.7395,986,0.75,9,613
278,1,1,797,1,5,188,9,5,203,0,0,0,628,363,0.628,501,296,2,0.25057199999999996,0.02245671267252195,0.75,0.7395,986,0.75,9,613
279,1,1,798,3,5,185,9,5,202,2,0,0,620,371,0.62,495,303,2,0.252,0.022556390977443608,0.75,0.7395,986,0.75,9,615
280,1,1,800,3,5,183,9,5,200,0,0,0,630,361,0.63,510,290,2,0.25032000000000004,0.02235,0.75,0.7395,986,0.75,9,615
281,1,1,801,3,5,182,9,5,199,1,0,1,647,344,0.647,528,273,4,0.24771600000000008,0.022089887640449443,0.75,0.7395,986,0.75,9,616
282,1,1,802,2,6,181,9,6,198,0,0,0,590,401,0.59,479,323,4,0.256368,0.02283291770573566,0.75,0.73875,985,0.75,9,616
283,1,1,800,2,6,183,9,6,200,2,0,2,585,406,0.585,475,325,4,0.25620000000000004,0.022875,0.75,0.73875,985,0.75,9,618
284,1,1,804,3,6,178,9,6,196,1,0,0,559,432,0.559,459,345,2,0.2605680000000001,0.023149253731343286,0.75,0.73875,985,0.75,9,619
285,1,1,804,3,6,178,9,6,196,1,0,1,563,428,0.563,460,344,4,0.2604,0.023134328358208958,0.75,0.73875,985,0.75,9,620
286,1,1,805,0,9,177,9,9,195,0,0,0,581,410,0.581,471,334,5,0.25897200000000004,0.022978881987577637,0.75,0.7365,982,0.75,9,620
287,1,1,807,0,8,176,9,8,193,0,0,1,621,370,0.621,515,292,5,0.2524200000000001,0.02234200743494424,0.75,0.73725,983,0.75,9,620
288,1,1,808,0,8,175,9,8,192,0,0,0,625,366,0.625,509,299,4,0.253848,0.02244059405940594,0.75,0.73725,983,0.75,9,620
289,1,1,809,0,8,174,9,8,191,0,0,0,607,384,0.607,496,313,4,0.256452,0.02264276885043263,0.75,0.73725,983,0.75,9,620
290,1,1,810,0,7,174,9,7,190,0,0,1,593,398,0.593,483,327,5,0.25905600000000006,0.022844444444444445,0.75,0.738,984,0.75,9,620
291,1,1,814,0,7,170,9,7,186,0,0,0,590,401,0.59,485,329,4,0.2604,0.02285012285012285,0.75,0.738,984,0.75,9,620
292,1,1,814,0,7,170,9,7,186,0,0,0,625,366,0.625,516,298,2,0.2551919999999999,0.02239312039312039,0.75,0.738,984,0.75,9,620
293,1,1,815,0,6,170,9,6,185,0,0,1,639,352,0.639,524,291,3,0.254268,0.022284662576687115,0.75,0.73875,985,0.75,9,620
294,1,1,816,1,4,170,9,4,184,1,0,2,606,385,0.606,504,312,2,0.258048,0.022588235294117645,0.75,0.74025,987,0.75,9,621
295,1,1,817,0,4,170,9,4,183,0,0,1,590,401,0.59,503,314,3,0.25863600000000003,0.02261199510403917,0.75,0.74025,987,0.75,9,621
296,1,1,819,0,4,168,9,4,181,0,0,0,618,373,0.618,519,300,2,0.25678799999999996,0.022395604395604393,0.75,0.74025,987,0.75,9,621
297,1,1,820,0,3,168,9,3,180,0,0,1,636,355,0.636,532,288,3,0.25502400000000003,0.022214634146341464,0.75,0.741,988,0.75,9,621
298,1,1,822,0,3,166,9,3,178,0,0,0,651,340,0.651,541,281,3,0.254352,0.022102189781021898,0.75,0.741,988,0.75,9,621
299,1,1,822,0,3,166,9,3,178,0,0,0,627,364,0.627,517,305,3,0.258384,0.02245255474452555,0.75,0.741,988,0.75,9,621
300,1,1,823,0,3,165,9,3,177,0,0,0,605,386,0.605,500,323,3,0.26166,0.022709599027946534,0.75,0.741,988,0.75,9,621
301,1,1,823,0,3,165,9,3,177,0,0,0,623,368,0.623,526,297,1,0.257292,0.02233049817739976,0.75,0.741,988,0.75,9,621
302,1,1,822,1,1,167,9,1,178,1,0,2,643,348,0.643,539,283,1,0.254688,0.02213138686131387,0.75,0.7425,990,0.75,9,622
303,1,1,826,0,2,163,9,2,174,0,0,0,616,375,0.616,511,315,2,0.26107199999999997,0.022576271186440677,0.75,0.74175,989,0.75,9,622
304,1,1,827,0,1,163,9,1,173,0,0,1,621,370,0.621,520,307,0,0.25998,0.022454655380894802,0.75,0.7425,990,0.75,9,622
305,1,1,827,0,1,163,9,1,173,0,0,0,604,387,0.604,507,320,0,0.262164,0.02264328899637243,0.75,0.7425,990,0.75,9,622
306,1,1,828,0,1,162,9,1,172,0,0,0,587,404,0.587,494,334,0,0.264768,0.022840579710144925,0.75,0.7425,990,0.75,9,622
307,1,1,830,0,1,160,9,1,170,0,0,0,602,389,0.602,506,324,0,0.263592,0.02268433734939759,0.75,0.7425,990,0.75,9,622
308,1,1,832,1,1,157,9,1,168,1,0,0,597,394,0.597,501,331,0,0.265272,0.022774038461538464,0.75,0.7425,990,0.75,9,623
309,1,1,834,1,1,155,9,1,166,0,0,0,608,383,0.608,525,309,1,0.26208,0.022446043165467625,0.75,0.7425,990,0.75,9,623
310,1,1,834,0,2,155,9,2,166,0,0,0,638,353,0.638,548,286,2,0.25821600000000006,0.02211510791366907,0.75,0.74175,989,0.75,9,623
311,1,1,833,1,1,156,9,1,167,1,0,1,599,392,0.599,512,321,1,0.26384399999999997,0.02262424969987995,0.75,0.7425,990,0.75,9,624
312,1,1,834,1,1,155,9,1,166,0,0,0,591,400,0.591,502,332,1,0.26594400000000007,0.02277697841726619,0.75,0.7425,990,0.75,9,624
313,1,1,834,2,1,154,9,1,166,1,0,0,616,375,0.616,519,315,1,0.263088,0.022532374100719423,0.75,0.7425,990,0.75,9,625
314,1,1,833,1,3,154,9,3,167,1,0,0,628,363,0.628,533,300,2,0.26031600000000005,0.022321728691476594,0.75,0.741,988,0.75,9,626
315,1,1,835,1,3,152,9,3,165,0,0,0,638,353,0.638,539,296,3,0.260148,0.022253892215568862,0.75,0.741,988,0.75,9,626
316,1,1,835,0,4,152,9,4,165,0,0,0,625,366,0.625,518,317,4,0.263676,0.02255568862275449,0.75,0.74025,987,0.75,9,626
317,1,1,837,0,4,150,9,4,163,0,0,0,611,380,0.611,519,318,3,0.264348,0.022559139784946235,0.75,0.74025,987,0.75,9,626
318,1,1,838,0,4,149,9,4,162,0,0,0,610,381,0.61,515,323,3,0.26544,0.02262529832935561,0.75,0.74025,987,0.75,9,626
319,1,1,839,0,4,148,9,4,161,0,0,0,631,360,0.631,542,297,3,0.261324,0.022247914183551848,0.75,0.74025,987,0.75,9,626
320,1,1,839,0,4,148,9,4,161,0,0,0,630,361,0.63,550,289,3,0.25998,0.022133492252681766,0.75,0.74025,987,0.75,9,626
321,1,1,841,0,4,146,9,4,159,0,0,0,633,358,0.633,546,295,3,0.261492,0.022209274673008324,0.75,0.74025,987,0.75,9,626
322,1,1,842,0,4,145,9,4,158,0,0,0,601,390,0.601,521,321,4,0.266112,0.022574821852731592,0.75,0.74025,987,0.75,9,626
323,1,1,845,0,3,143,9,3,155,0,0,1,597,394,0.597,514,331,2,0.268548,0.02270059171597633,0.75,0.741,988,0.75,9,626
324,1,1,846,0,3,142,9,3,154,0,0,0,628,363,0.628,537,309,2,0.265104,0.022382978723404254,0.75,0.741,988,0.75,9,626
325,1,1,849,0,3,139,9,3,151,0,0,0,627,364,0.627,535,314,1,0.26669999999999994,0.022438162544169606,0.75,0.741,988,0.75,9,626
326,1,1,849,0,3,139,9,3,151,0,0,0,628,363,0.628,543,306,1,0.265356,0.022325088339222615,0.75,0.741,988,0.75,9,626
327,1,1,851,0,2,138,9,2,149,0,0,1,645,346,0.645,556,295,0,0.264012,0.022159811985898944,0.75,0.74175,989,0.75,9,626
328,1,1,853,0,1,137,9,1,147,0,0,1,644,347,0.644,545,308,1,0.26670000000000005,0.022332942555685815,0.75,0.7425,990,0.75,9,626
329,1,1,853,0,1,137,9,1,147,0,0,0,638,353,0.638,548,305,1,0.26619600000000004,0.022290738569753814,0.75,0.7425,990,0.75,9,626
330,1,1,854,1,0,136,9,0,146,1,0,1,613,378,0.613,521,333,0,0.271152,0.022679156908665107,0.75,0.74325,991,0.75,9,627
331,1,1,855,1,0,135,9,0,145,0,0,0,619,372,0.619,530,325,0,0.27005999999999997,0.022561403508771928,0.75,0.74325,991,0.75,9,627
332,1,1,858,1,0,132,9,0,142,0,0,0,623,368,0.623,538,320,0,0.26997600000000005,0.022475524475524478,0.75,0.74325,991,0.75,9,627
333,1,1,858,1,1,131,9,1,142,1,0,0,584,407,0.584,505,353,1,0.27552,0.022937062937062935,0.75,0.7425,990,0.75,9,628
334,1,1,860,0,2,129,9,2,140,0,0,0,607,384,0.607,523,337,2,0.2733360000000001,0.02270232558139535,0.75,0.74175,989,0.75,9,628
335,1,1,859,1,2,129,9,2,141,1,0,0,632,359,0.632,542,317,2,0.269724,0.022428405122235155,0.75,0.74175,989,0.75,9,629
336,1,1,861,1,2,127,9,2,139,0,0,0,622,369,0.622,534,327,1,0.2719079999999999,0.0225574912891986,0.75,0.74175,989,0.75,9,629
337,1,1,862,1,2,126,9,2,138,0,0,0,637,354,0.637,550,312,2,0.26964,0.022343387470997678,0.75,0.74175,989,0.75,9,629
338,1,1,863,1,2,125,9,2,137,0,0,0,611,380,0.611,531,332,2,0.27325200000000005,0.022616454229432214,0.75,0.74175,989,0.75,9,629
339,1,1,864,0,3,124,9,3,136,0,0,0,623,368,0.623,543,321,3,0.271656,0.022458333333333334,0.75,0.741,988,0.75,9,629
340,1,1,864,0,3,124,9,3,136,0,0,0,648,343,0.648,568,296,1,0.267456,0.02211111111111111,0.75,0.741,988,0.75,9,629
341,1,1,864,0,3,124,9,3,136,0,0,0,632,359,0.632,543,321,2,0.271656,0.022458333333333334,0.75,0.741,988,0.75,9,629
342,1,1,865,0,2,124,9,2,135,0,0,1,643,348,0.643,555,310,2,0.27006,0.02230057803468208,0.75,0.74175,989,0.75,9,629
343,1,1,866,0,2,123,9,2,134,0,0,0,618,373,0.618,541,325,2,0.272832,0.022503464203233257,0.75,0.74175,989,0.75,9,629
344,1,1,866,0,2,123,9,2,134,0,0,0,611,380,0.611,528,338,1,0.27501600000000004,0.02268360277136259,0.75,0.74175,989,0.75,9,629
345,1,1,867,0,2,122,9,2,133,0,0,0,606,385,0.606,528,339,1,0.275436,0.02269204152249135,0.75,0.74175,989,0.75,9,629
346,1,1,867,0,2,122,9,2,133,0,0,0,614,377,0.614,535,332,2,0.27426,0.02259515570934256,0.75,0.74175,989,0.75,9,629
347,1,1,867,0,0,124,9,0,133,0,0,2,615,376,0.615,529,338,0,0.275268,0.02267820069204152,0.75,0.74325,991,0.75,9,629
