day,action,lockdown_level,S,E,I,R,D,Active,Total_Ever_Infected,new_infections,new_deaths,new_recoveries,A,U,rho_A,AS,US,AI,R_eff,beta_avg,base_economy,adjusted_economy,workforce_available,transmission_multiplier,cumulative_deaths,cumulative_infections
544,0,0,649,3,8,319,21,8,351,1,0,0,609,370,0.609,411,238,7,0.27137600000000006,0.02986748844375963,1.0,0.971,971,1.0,21,1573
545,0,0,656,3,9,311,21,9,344,1,0,0,613,366,0.613,419,237,7,0.273504,0.02978048780487805,1.0,0.97,970,1.0,21,1574
546,0,0,657,2,10,310,21,10,343,1,0,1,627,352,0.627,418,239,8,0.274288,0.029820395738203956,1.0,0.969,969,1.0,21,1575
547,0,0,663,1,10,305,21,10,337,0,0,1,576,403,0.576,388,275,6,0.284368,0.03063650075414781,1.0,0.969,969,1.0,21,1575
548,0,0,661,2,11,305,21,11,339,2,0,0,610,369,0.61,419,242,8,0.276304,0.02985779122541603,1.0,0.968,968,1.0,21,1577
549,0,0,662,3,9,305,21,9,338,2,0,3,585,394,0.585,396,266,4,0.282016,0.030429003021148034,1.0,0.97,970,1.0,21,1579
550,0,0,665,4,9,301,21,9,335,1,0,0,601,378,0.601,399,266,5,0.28302400000000005,0.0304,1.0,0.97,970,1.0,21,1580
551,0,0,666,2,11,300,21,11,334,0,0,0,590,389,0.59,400,266,8,0.28336000000000006,0.030390390390390393,1.0,0.968,968,1.0,21,1580
552,0,0,666,1,12,300,21,12,334,0,0,0,573,406,0.573,391,275,7,0.2853760000000001,0.030606606606606607,1.0,0.967,967,1.0,21,1580
553,0,0,667,0,12,300,21,12,333,0,0,1,635,344,0.635,432,235,6,0.27675200000000005,0.029637181409295353,1.0,0.967,967,1.0,21,1580
554,0,0,668,1,12,298,21,12,332,1,0,0,613,366,0.613,417,251,6,0.2806720000000001,0.030011976047904194,1.0,0.967,967,1.0,21,1581
555,0,0,668,2,11,298,21,11,332,1,0,1,609,370,0.609,408,260,7,0.28268800000000005,0.030227544910179642,1.0,0.968,968,1.0,21,1582
556,0,0,669,1,12,297,21,12,331,0,0,0,620,359,0.62,425,244,9,0.27944,0.029835575485799702,1.0,0.967,967,1.0,21,1582
557,0,0,672,2,10,295,21,10,328,1,0,2,611,368,0.611,413,259,9,0.283808,0.030166666666666665,1.0,0.969,969,1.0,21,1583
558,0,0,675,1,11,292,21,11,325,0,0,0,577,402,0.577,392,283,8,0.29019200000000006,0.03070814814814815,1.0,0.968,968,1.0,21,1583
559,0,0,677,0,11,291,21,11,323,0,0,1,606,373,0.606,413,264,7,0.2866080000000001,0.03023929098966027,1.0,0.968,968,1.0,21,1583
560,0,0,680,1,11,287,21,11,320,1,0,0,600,379,0.6,413,267,6,0.288288,0.03028235294117647,1.0,0.968,968,1.0,21,1584
561,0,0,679,2,12,286,21,12,321,2,0,0,611,368,0.611,429,250,10,0.28414400000000006,0.02989101620029455,1.0,0.967,967,1.0,21,1586
562,0,0,680,2,11,286,21,11,320,1,0,2,634,345,0.634,438,242,10,0.28268800000000005,0.029694117647058822,1.0,0.968,968,1.0,21,1587
563,0,0,682,4,9,284,21,9,318,2,0,2,580,399,0.58,401,281,8,0.292096,0.030592375366568916,1.0,0.97,970,1.0,21,1589
564,0,0,684,2,10,283,21,10,316,0,0,1,578,401,0.578,403,281,8,0.29276800000000003,0.030573099415204676,1.0,0.969,969,1.0,21,1589
565,0,0,686,2,9,282,21,9,314,0,0,1,603,376,0.603,412,274,5,0.291872,0.030390670553935857,1.0,0.97,970,1.0,21,1589
566,0,0,686,2,8,283,21,8,314,0,0,1,613,366,0.613,430,256,1,0.2878400000000001,0.029970845481049568,1.0,0.971,971,1.0,21,1589
567,0,0,689,0,10,280,21,10,311,0,0,0,608,371,0.608,423,266,6,0.291088,0.030177068214804065,1.0,0.969,969,1.0,21,1589
568,0,0,689,1,9,280,21,9,311,1,0,1,609,370,0.609,426,263,5,0.290416,0.030107402031930332,1.0,0.97,970,1.0,21,1590
569,0,0,690,1,8,280,21,8,310,0,0,1,611,368,0.611,426,264,4,0.29097599999999996,0.030121739130434783,1.0,0.971,971,1.0,21,1590
570,0,0,689,3,8,279,21,8,311,2,0,0,609,370,0.609,432,257,4,0.28907199999999994,0.029968069666182873,1.0,0.971,971,1.0,21,1592
571,0,0,691,3,6,279,21,6,309,0,0,2,631,348,0.631,449,242,3,0.28638399999999997,0.029603473227206946,1.0,0.973,973,1.0,21,1592
572,0,0,694,2,7,276,21,7,306,0,0,0,611,368,0.611,431,263,2,0.29209599999999997,0.030063400576368873,1.0,0.972,972,1.0,21,1592
573,0,0,693,3,7,276,21,7,307,1,0,0,599,380,0.599,420,273,5,0.294,0.030303030303030304,1.0,0.972,972,1.0,21,1593
574,0,0,696,4,6,273,21,6,304,1,0,1,602,377,0.602,429,267,6,0.293664,0.030137931034482757,1.0,0.973,973,1.0,21,1594
575,0,0,696,2,9,272,21,9,304,1,0,0,629,350,0.629,438,258,8,0.291648,0.029931034482758623,1.0,0.97,970,1.0,21,1595
576,0,0,697,2,7,273,21,7,303,0,0,2,609,370,0.609,432,265,7,0.29355200000000004,0.030083213773314205,1.0,0.972,972,1.0,21,1595
577,0,0,696,3,7,273,21,7,304,2,0,1,611,368,0.611,428,268,5,0.29388800000000004,0.030160919540229886,1.0,0.972,972,1.0,21,1597
578,0,0,698,3,6,272,21,6,302,0,0,1,630,349,0.63,451,247,5,0.289856,0.029661891117478512,1.0,0.973,973,1.0,21,1597
579,0,0,702,3,7,267,21,7,298,1,0,0,615,364,0.615,438,264,5,0.29500800000000005,0.030017094017094022,1.0,0.972,972,1.0,21,1598
580,0,0,705,3,8,263,21,8,295,1,0,0,623,356,0.623,451,254,6,0.293776,0.029764539007092194,1.0,0.971,971,1.0,21,1599
581,0,0,706,3,7,263,21,7,294,0,0,1,599,380,0.599,433,273,5,0.29836799999999997,0.030186968838526913,1.0,0.972,972,1.0,21,1599
582,0,0,705,3,8,263,21,8,295,1,0,0,586,393,0.586,421,284,6,0.300496,0.030445390070921983,1.0,0.971,971,1.0,21,1600
583,0,0,704,5,8,262,21,8,296,3,0,1,637,342,0.637,457,247,7,0.291872,0.029613636363636363,1.0,0.971,971,1.0,21,1603
584,0,0,704,6,8,261,21,8,296,1,0,0,610,369,0.61,446,258,8,0.29433600000000004,0.029863636363636367,1.0,0.971,971,1.0,21,1604
585,0,0,704,4,8,263,21,8,296,0,0,2,620,359,0.62,455,249,6,0.2923200000000001,0.029659090909090913,1.0,0.971,971,1.0,21,1604
586,0,0,704,3,9,263,21,9,296,1,0,1,617,362,0.617,460,244,6,0.2912,0.029545454545454545,1.0,0.97,970,1.0,21,1605
587,0,0,705,1,11,262,21,11,295,0,0,0,592,387,0.592,427,278,6,0.29915200000000003,0.03030921985815603,1.0,0.968,968,1.0,21,1605
588,0,0,704,3,10,262,21,10,296,2,0,1,623,356,0.623,448,256,5,0.29388800000000004,0.02981818181818182,1.0,0.969,969,1.0,21,1607
589,0,0,704,1,12,262,21,12,296,0,0,0,608,371,0.608,438,266,7,0.296128,0.030045454545454545,1.0,0.967,967,1.0,21,1607
590,0,0,705,1,13,260,21,13,295,1,0,0,626,353,0.626,452,253,9,0.29355200000000004,0.029741843971631206,1.0,0.966,966,1.0,21,1608
591,0,0,704,3,12,260,21,12,296,2,0,1,608,371,0.608,439,265,9,0.295904,0.03002272727272727,1.0,0.967,967,1.0,21,1610
592,0,0,703,4,12,260,21,12,297,1,0,0,606,373,0.606,446,257,11,0.293776,0.02984921763869132,1.0,0.967,967,1.0,21,1611
593,0,0,704,4,13,258,21,13,296,1,0,0,568,411,0.568,409,295,6,0.30262399999999995,0.030704545454545453,1.0,0.966,966,1.0,21,1612
594,0,0,704,5,13,257,21,13,296,2,0,1,574,405,0.574,401,303,11,0.304416,0.030886363636363635,1.0,0.966,966,1.0,21,1614
595,0,0,706,4,13,256,21,13,294,0,0,1,620,359,0.62,448,258,10,0.29500800000000005,0.02984702549575071,1.0,0.966,966,1.0,21,1614
596,0,0,707,4,12,256,21,12,293,2,0,3,603,376,0.603,435,272,10,0.29848,0.030155586987270156,1.0,0.967,967,1.0,21,1616
597,0,0,705,6,12,256,21,12,295,2,0,0,596,383,0.596,425,280,9,0.29960000000000003,0.030354609929078017,1.0,0.967,967,1.0,21,1618
598,0,0,705,4,16,254,21,16,295,2,0,0,598,381,0.598,434,271,10,0.29758399999999996,0.030150354609929077,1.0,0.963,963,1.0,21,1620
599,0,0,706,4,13,256,21,13,294,0,0,3,604,375,0.604,430,276,6,0.29904000000000003,0.030254957507082153,1.0,0.966,966,1.0,21,1620
600,0,0,707,4,13,255,21,13,293,0,0,0,579,400,0.579,421,286,6,0.301616,0.03047241867043847,1.0,0.966,966,1.0,21,1620
601,0,0,709,2,14,254,21,14,291,0,0,1,617,362,0.617,450,259,11,0.29624,0.029844851904090267,1.0,0.965,965,1.0,21,1620
602,0,0,710,1,14,254,21,14,290,1,0,2,621,358,0.621,442,268,12,0.2985920000000001,0.030039436619718314,1.0,0.965,965,1.0,21,1621
603,0,0,708,3,14,254,21,14,292,2,0,0,641,338,0.641,466,242,10,0.29209599999999997,0.029468926553672312,1.0,0.965,965,1.0,21,1623
604,0,0,706,5,15,253,21,15,294,3,0,0,613,366,0.613,435,271,11,0.29792,0.030141643059490086,1.0,0.964,964,1.0,21,1626
605,0,0,703,9,15,252,21,15,297,5,0,1,632,347,0.632,443,260,9,0.29444800000000004,0.02991749644381224,1.0,0.964,964,1.0,21,1631
606,0,0,709,9,14,247,21,14,291,1,0,2,599,380,0.599,436,273,8,0.29937600000000003,0.030160789844851904,1.0,0.965,965,1.0,21,1632
607,0,0,712,5,15,247,21,15,288,0,0,3,619,360,0.619,455,257,12,0.2968,0.029775280898876405,1.0,0.964,964,1.0,21,1632
608,0,0,714,3,17,245,21,17,286,2,0,2,627,352,0.627,456,258,12,0.297696,0.029781512605042016,1.0,0.962,962,1.0,21,1634
609,0,0,713,5,17,244,21,17,287,3,0,1,623,356,0.623,456,257,7,0.29713599999999996,0.029767180925666194,1.0,0.962,962,1.0,21,1637
610,0,0,712,10,17,240,21,17,288,5,0,0,617,362,0.617,448,264,11,0.298368,0.029932584269662922,1.0,0.962,962,1.0,21,1642
611,0,0,712,8,19,240,21,19,288,0,0,0,595,384,0.595,438,274,11,0.30060800000000004,0.03015730337078652,1.0,0.96,960,1.0,21,1642
612,0,0,710,7,22,240,21,22,290,4,0,2,616,363,0.616,459,251,15,0.29478400000000005,0.029656338028169017,1.0,0.957,957,1.0,21,1646
613,0,0,710,6,25,238,21,25,290,2,0,0,622,357,0.622,453,257,20,0.296128,0.02979154929577465,1.0,0.954,954,1.0,21,1648
614,0,0,711,8,26,234,21,26,289,3,0,0,604,375,0.604,440,271,18,0.2996,0.03009845288326301,1.0,0.953,953,1.0,21,1651
615,0,0,712,8,27,232,21,27,288,1,0,0,594,385,0.594,432,280,20,0.301952,0.030292134831460676,1.0,0.952,952,1.0,21,1652
616,0,0,714,6,27,232,21,27,286,1,0,3,592,387,0.592,425,289,18,0.30464,0.03047619047619048,1.0,0.952,952,1.0,21,1653
617,0,0,713,3,30,233,21,30,287,1,0,1,579,400,0.579,415,298,18,0.3063200000000001,0.03068723702664797,1.0,0.949,949,1.0,21,1654
618,0,0,713,5,28,233,21,28,287,3,0,3,596,383,0.596,425,288,21,0.30408,0.030462833099579242,1.0,0.951,951,1.0,21,1657
619,0,0,712,6,27,234,21,27,288,3,0,3,600,379,0.6,431,281,16,0.302176,0.030314606741573033,1.0,0.952,952,1.0,21,1660
620,0,0,707,13,27,232,21,27,293,7,0,0,596,383,0.596,431,276,18,0.29937600000000003,0.030246110325318248,1.0,0.952,952,1.0,21,1667
621,0,0,710,9,31,229,21,31,290,0,0,0,582,397,0.582,432,278,16,0.300832,0.030264788732394365,1.0,0.948,948,1.0,21,1667
622,0,0,707,8,34,230,21,34,293,4,0,2,619,360,0.619,449,258,23,0.295344,0.02983875530410184,1.0,0.945,945,1.0,21,1671
623,0,0,706,10,28,234,22,28,294,2,1,5,625,353,0.625,456,250,20,0.293216,0.0296657223796034,1.0,0.95,950,1.0,22,1673
624,0,0,703,8,32,235,22,32,297,3,0,1,631,347,0.631,453,250,20,0.29220799999999997,0.029689900426742532,1.0,0.946,946,1.0,22,1676
625,0,0,701,8,31,238,22,31,299,2,0,3,632,346,0.632,452,249,22,0.29131199999999996,0.029683309557774606,1.0,0.947,947,1.0,22,1678
626,0,0,701,8,31,238,22,31,299,2,0,2,620,358,0.62,445,256,23,0.29288000000000003,0.029843081312410844,1.0,0.947,947,1.0,22,1680
627,0,0,702,7,28,241,22,28,298,1,0,5,618,360,0.618,445,257,21,0.29344000000000003,0.029857549857549858,1.0,0.95,950,1.0,22,1681
628,0,0,702,4,31,241,22,31,298,1,0,1,640,338,0.64,450,252,25,0.29232,0.029743589743589746,1.0,0.947,947,1.0,22,1682
629,0,0,701,4,32,241,22,32,299,3,0,2,613,365,0.613,446,255,17,0.292656,0.029820256776034237,1.0,0.946,946,1.0,22,1685
630,0,0,703,6,31,237,23,31,297,3,1,1,617,360,0.617,453,250,20,0.29220799999999997,0.029689900426742532,1.0,0.946,946,1.0,23,1688
631,0,0,700,8,27,242,23,27,300,3,0,5,626,351,0.626,451,249,16,0.29097599999999996,0.02969142857142857,1.0,0.95,950,1.0,23,1691
632,0,0,697,9,29,242,23,29,303,4,0,1,609,368,0.609,440,257,18,0.29175999999999996,0.029899569583931133,1.0,0.948,948,1.0,23,1695
633,0,0,696,10,29,242,23,29,304,2,0,1,604,373,0.604,440,256,15,0.2912,0.029885057471264367,1.0,0.948,948,1.0,23,1697
634,0,0,695,9,31,242,23,31,305,3,0,2,576,401,0.576,429,266,17,0.29310400000000003,0.030123741007194244,1.0,0.946,946,1.0,23,1700
635,0,0,693,12,29,243,23,29,307,5,0,4,622,355,0.622,454,239,16,0.28638399999999997,0.029518037518037516,1.0,0.948,948,1.0,23,1705
636,0,0,695,11,28,242,24,28,305,1,1,2,618,358,0.618,452,243,19,0.287952,0.029594244604316543,1.0,0.948,948,1.0,24,1706
637,0,0,696,10,28,242,24,28,304,2,0,3,605,371,0.605,450,246,20,0.28896,0.029655172413793104,1.0,0.948,948,1.0,24,1708
638,0,0,694,11,30,241,24,30,306,4,0,1,605,371,0.605,440,254,21,0.29008,0.029855907780979827,1.0,0.946,946,1.0,24,1712
639,0,0,697,8,35,236,24,35,303,2,0,0,604,372,0.604,434,263,27,0.29310400000000003,0.030037302725968437,1.0,0.941,941,1.0,24,1714
640,0,0,695,7,32,242,24,32,305,2,0,6,577,399,0.577,414,281,26,0.296464,0.030469064748201442,1.0,0.944,944,1.0,24,1716
641,0,0,698,6,33,239,24,33,302,1,0,1,575,401,0.575,413,285,22,0.29836799999999997,0.03053295128939828,1.0,0.943,943,1.0,24,1717
642,0,0,698,6,31,241,24,31,302,1,0,3,595,381,0.595,420,278,21,0.2968,0.030372492836676222,1.0,0.945,945,1.0,24,1718
643,0,0,700,5,32,239,24,32,300,1,0,1,651,325,0.651,469,231,23,0.286944,0.029279999999999997,1.0,0.944,944,1.0,24,1719
644,0,0,701,3,32,240,24,32,299,1,0,3,604,372,0.604,433,268,22,0.29556800000000005,0.030116975748930103,1.0,0.944,944,1.0,24,1720
645,0,0,702,1,30,243,24,30,298,1,0,5,600,376,0.6,437,265,22,0.295232,0.03003988603988604,1.0,0.946,946,1.0,24,1721
646,0,0,700,5,30,241,24,30,300,4,0,0,575,401,0.575,415,285,15,0.29904,0.030514285714285713,1.0,0.946,946,1.0,24,1725
647,0,0,700,5,30,240,25,30,300,1,1,0,581,394,0.581,423,277,16,0.29724799999999996,0.03033142857142857,1.0,0.945,945,1.0,25,1726
648,0,0,701,4,29,241,25,29,299,1,0,3,561,414,0.561,410,291,18,0.30072,0.030641940085592012,1.0,0.946,946,1.0,25,1727
649,0,0,700,6,28,241,25,28,300,3,0,2,541,434,0.541,388,312,15,0.305088,0.031131428571428574,1.0,0.947,947,1.0,25,1730
650,0,0,699,6,30,240,25,30,301,2,0,0,524,451,0.524,380,319,14,0.30632000000000004,0.03130185979971388,1.0,0.945,945,1.0,25,1732
651,0,0,698,6,28,243,25,28,302,1,0,3,527,448,0.527,385,313,15,0.30463999999999997,0.03117478510028653,1.0,0.947,947,1.0,25,1733
652,0,0,697,10,21,247,25,21,303,5,0,8,527,448,0.527,375,322,12,0.30632000000000004,0.03139167862266858,1.0,0.954,954,1.0,25,1738
653,0,0,697,8,24,246,25,24,303,2,0,1,558,417,0.558,392,305,15,0.302512,0.031001434720229554,1.0,0.951,951,1.0,25,1740
654,0,0,695,8,25,247,25,25,305,3,0,2,583,392,0.583,419,276,15,0.295344,0.030353956834532375,1.0,0.95,950,1.0,25,1743
655,0,0,695,8,25,247,25,25,305,3,0,3,589,386,0.589,420,275,18,0.29511999999999994,0.030330935251798558,1.0,0.95,950,1.0,25,1746
656,0,0,695,8,24,248,25,24,305,2,0,3,586,389,0.586,435,260,15,0.29175999999999996,0.029985611510791366,1.0,0.951,951,1.0,25,1748
657,0,0,694,5,28,248,25,28,306,2,0,1,587,388,0.587,415,279,19,0.29568,0.030432276657060522,1.0,0.947,947,1.0,25,1750
658,0,0,694,4,26,250,26,26,306,0,1,2,584,390,0.584,417,277,19,0.295232,0.030386167146974064,1.0,0.948,948,1.0,26,1750
659,0,0,693,4,27,250,26,27,307,2,0,1,580,394,0.58,417,276,17,0.29467200000000005,0.030372294372294373,1.0,0.947,947,1.0,26,1752
660,0,0,692,6,28,248,26,28,308,4,0,1,613,361,0.613,442,250,19,0.288512,0.02978034682080925,1.0,0.946,946,1.0,26,1756
661,0,0,692,7,29,246,26,29,308,3,0,1,596,378,0.596,419,273,19,0.293664,0.0303121387283237,1.0,0.945,945,1.0,26,1759
662,0,0,691,7,30,246,26,30,309,2,0,1,589,385,0.589,415,276,20,0.294,0.030390738060781478,1.0,0.944,944,1.0,26,1761
663,0,0,691,8,28,247,26,28,309,1,0,2,580,394,0.58,417,274,13,0.293552,0.030344428364688855,1.0,0.946,946,1.0,26,1762
664,0,0,692,7,30,245,26,30,308,3,0,2,594,380,0.594,434,258,17,0.290304,0.02996531791907514,1.0,0.944,944,1.0,26,1765
665,0,0,690,6,33,245,26,33,310,2,0,0,603,371,0.603,430,260,22,0.29007999999999995,0.030028985507246374,1.0,0.941,941,1.0,26,1767
666,0,0,689,8,32,245,26,32,311,4,0,3,616,358,0.616,429,260,20,0.28974399999999995,0.030037735849056602,1.0,0.942,942,1.0,26,1771
667,0,0,688,7,31,248,26,31,312,2,0,4,594,380,0.594,422,266,19,0.290752,0.030186046511627908,1.0,0.943,943,1.0,26,1773
668,0,0,686,11,30,246,27,30,314,6,1,2,579,394,0.579,412,274,18,0.291872,0.030390670553935857,1.0,0.943,943,1.0,27,1779
669,0,0,688,13,27,245,27,27,312,3,0,4,595,378,0.595,433,255,14,0.28828800000000004,0.02993023255813954,1.0,0.946,946,1.0,27,1782
670,0,0,684,15,28,246,27,28,316,4,0,1,574,399,0.574,404,280,18,0.292544,0.03054970760233918,1.0,0.945,945,1.0,27,1786
671,0,0,684,13,31,245,27,31,316,3,0,2,578,395,0.578,418,266,22,0.28940800000000005,0.030222222222222223,1.0,0.942,942,1.0,27,1789
672,0,0,684,11,33,245,27,33,316,3,0,3,606,367,0.606,435,249,23,0.2856,0.02982456140350877,1.0,0.94,940,1.0,27,1792
673,0,0,682,14,28,248,28,28,318,4,1,5,613,359,0.613,436,246,19,0.284256,0.029771260997067447,1.0,0.944,944,1.0,28,1796
674,0,0,684,7,35,246,28,35,316,1,0,1,591,381,0.591,422,262,25,0.28851200000000005,0.030128654970760234,1.0,0.937,937,1.0,28,1797
675,0,0,680,9,37,246,28,37,320,5,0,1,615,357,0.615,441,239,25,0.28201600000000004,0.029623529411764705,1.0,0.935,935,1.0,28,1802
676,0,0,678,10,36,248,28,36,322,3,0,3,586,386,0.586,417,261,21,0.286272,0.03015929203539823,1.0,0.936,936,1.0,28,1805
677,0,0,679,7,39,247,28,39,321,1,0,1,593,379,0.593,413,266,28,0.28772800000000004,0.0302680412371134,1.0,0.933,933,1.0,28,1806
678,0,0,679,8,37,248,28,37,321,4,0,5,615,357,0.615,439,240,31,0.28190400000000004,0.02965537555228277,1.0,0.935,935,1.0,28,1810
679,0,0,681,7,38,246,28,38,319,1,0,1,599,373,0.599,423,258,29,0.28660800000000003,0.030061674008810574,1.0,0.934,934,1.0,28,1811
680,0,0,677,8,40,247,28,40,323,6,0,3,581,391,0.581,402,275,29,0.289072,0.030499261447562775,1.0,0.932,932,1.0,28,1817
681,0,0,674,12,39,247,28,39,326,4,0,1,577,395,0.577,402,272,26,0.287392,0.030456973293768543,1.0,0.933,933,1.0,28,1821
682,0,0,673,8,40,250,29,40,327,2,1,4,620,351,0.62,421,252,28,0.282576,0.029991084695393754,1.0,0.931,931,1.0,29,1823
683,0,0,674,5,41,251,29,41,326,1,0,3,639,332,0.639,449,225,34,0.27686400000000005,0.029341246290801187,1.0,0.93,930,1.0,29,1824
684,0,0,671,7,39,254,29,39,329,3,0,3,601,370,0.601,437,234,28,0.277872,0.02957973174366617,1.0,0.932,932,1.0,29,1827
685,0,0,672,4,37,258,29,37,328,0,0,5,603,368,0.603,428,244,26,0.28044800000000003,0.02980952380952381,1.0,0.934,934,1.0,29,1827
686,0,0,672,5,38,256,29,38,328,3,0,1,599,372,0.599,426,246,27,0.28089600000000003,0.029857142857142856,1.0,0.933,933,1.0,29,1830
687,0,0,670,8,37,256,29,37,330,3,0,1,586,385,0.586,412,258,26,0.282912,0.030161194029850742,1.0,0.934,934,1.0,29,1833
688,0,0,668,10,33,260,29,33,332,4,0,6,576,395,0.576,411,257,22,0.28201600000000004,0.03015568862275449,1.0,0.938,938,1.0,29,1837
689,0,0,670,8,33,260,29,33,330,2,0,4,589,382,0.589,418,252,21,0.2815680000000001,0.030017910447761198,1.0,0.938,938,1.0,29,1839
690,0,0,667,9,30,265,29,30,333,3,0,5,550,421,0.55,383,284,17,0.28772800000000004,0.030812593703148424,1.0,0.941,941,1.0,29,1842
691,0,0,666,7,30,268,29,30,334,2,0,4,567,404,0.567,393,273,19,0.28492800000000007,0.03055855855855856,1.0,0.941,941,1.0,29,1844
692,0,0,667,7,30,267,29,30,333,1,0,1,596,375,0.596,414,253,18,0.28078400000000003,0.03006896551724138,1.0,0.941,941,1.0,29,1845
693,0,0,663,8,30,269,30,30,337,4,1,2,589,381,0.589,400,263,21,0.28168,0.030346907993966814,1.0,0.94,940,1.0,30,1849
694,0,0,664,9,31,266,30,31,336,4,0,2,589,381,0.589,404,260,21,0.28134400000000004,0.030265060240963856,1.0,0.939,939,1.0,30,1853
695,0,0,664,8,32,265,31,32,336,2,1,1,575,394,0.575,389,275,22,0.284704,0.030626506024096382,1.0,0.937,937,1.0,31,1855
696,0,0,667,8,30,264,31,30,333,1,0,3,556,413,0.556,377,290,17,0.289072,0.030956521739130435,1.0,0.939,939,1.0,31,1856
697,0,0,662,12,27,267,32,27,338,5,1,3,595,373,0.595,417,245,17,0.277312,0.0299214501510574,1.0,0.941,941,1.0,32,1861
698,0,0,660,10,30,268,32,30,340,2,0,1,615,353,0.615,424,236,23,0.27462400000000003,0.02972121212121212,1.0,0.938,938,1.0,32,1863
699,0,0,657,12,32,267,32,32,343,5,0,1,633,335,0.633,431,226,23,0.27137600000000006,0.02950380517503805,1.0,0.936,936,1.0,32,1868
700,0,0,653,11,37,267,32,37,347,6,0,2,625,343,0.625,421,232,23,0.27137600000000006,0.029684532924961714,1.0,0.931,931,1.0,32,1874
701,0,0,650,12,38,268,32,38,350,5,0,3,609,359,0.609,403,247,29,0.273728,0.03008,1.0,0.93,930,1.0,32,1879
702,0,0,652,9,41,266,32,41,348,3,0,3,595,373,0.595,391,261,30,0.277536,0.03040490797546012,1.0,0.927,927,1.0,32,1882
703,0,0,645,13,41,269,32,41,355,7,0,3,611,357,0.611,418,227,30,0.2675680000000001,0.02963100775193799,1.0,0.927,927,1.0,32,1889
704,0,0,642,16,40,270,32,40,358,4,0,2,602,366,0.602,403,239,21,0.269248,0.02995638629283489,1.0,0.928,928,1.0,32,1893
705,0,0,646,14,40,268,32,40,354,2,0,4,587,381,0.587,405,241,25,0.27104000000000006,0.02996904024767802,1.0,0.928,928,1.0,32,1895
706,0,0,647,13,46,262,32,46,353,5,0,0,583,385,0.583,398,249,25,0.273168,0.030157650695517776,1.0,0.922,922,1.0,32,1900
707,0,0,642,15,47,264,32,47,358,6,0,3,590,378,0.59,408,234,27,0.26812800000000003,0.029831775700934583,1.0,0.921,921,1.0,32,1906
708,0,0,640,11,49,268,32,49,360,2,0,4,588,380,0.588,390,250,26,0.27104,0.03025,1.0,0.919,919,1.0,32,1908
709,0,0,637,11,48,271,33,48,363,3,1,3,593,374,0.593,403,234,28,0.26644799999999996,0.029877551020408157,1.0,0.919,919,1.0,33,1911
710,0,0,632,14,49,272,33,49,368,6,0,2,579,388,0.579,386,246,30,0.267456,0.03022784810126582,1.0,0.918,918,1.0,33,1917
711,0,0,631,11,54,271,33,54,369,2,0,0,584,383,0.584,383,248,38,0.26756800000000003,0.030288431061806658,1.0,0.913,913,1.0,33,1919
712,0,0,626,13,53,274,34,53,374,6,1,4,592,374,0.592,380,246,37,0.26544,0.030287539936102236,1.0,0.913,913,1.0,34,1925
713,0,0,626,13,53,274,34,53,374,2,0,2,575,391,0.575,372,254,37,0.267232,0.030492012779552716,1.0,0.913,913,1.0,34,1927
714,0,0,627,8,54,277,34,54,373,1,0,5,556,410,0.556,351,276,29,0.272496,0.031043062200956935,1.0,0.912,912,1.0,34,1928
715,0,0,623,9,49,285,34,49,377,4,0,8,575,391,0.575,365,258,30,0.26712,0.03062600321027287,1.0,0.917,917,1.0,34,1932
716,0,0,623,7,50,286,34,50,377,2,0,3,599,367,0.599,383,240,33,0.26308800000000004,0.03016372391653291,1.0,0.916,916,1.0,34,1934
717,0,0,620,8,46,292,34,46,380,4,0,7,606,360,0.606,395,225,31,0.25872,0.029806451612903226,1.0,0.92,920,1.0,34,1938
718,0,0,618,10,44,294,34,44,382,4,0,4,607,359,0.607,389,229,29,0.258944,0.029928802588996762,1.0,0.922,922,1.0,34,1942
719,0,0,617,12,39,298,34,39,383,3,0,6,596,370,0.596,384,233,26,0.259504,0.030042139384116696,1.0,0.927,927,1.0,34,1945
720,0,0,619,8,43,296,34,43,381,2,0,2,615,351,0.615,404,215,33,0.25614400000000004,0.02955735056542811,1.0,0.923,923,1.0,34,1947
