day,action,lockdown_level,S,E,I,R,D,Active,Total_Ever_Infected,new_infections,new_deaths,new_recoveries,A,U,rho_A,AS,US,AI,R_eff,beta_avg,base_economy,adjusted_economy,workforce_available,transmission_multiplier,cumulative_deaths,cumulative_infections
360,0,0,665,12,60,248,15,60,335,5,0,3,624,361,0.624,429,236,42,0.276304,0.0296781954887218,1.0,0.925,925,1.0,15,1096
361,0,0,658,15,62,250,15,62,342,8,0,3,603,382,0.603,406,252,47,0.277536,0.030127659574468082,1.0,0.923,923,1.0,15,1104
362,0,0,652,17,63,253,15,63,348,7,0,4,593,392,0.593,403,249,39,0.274848,0.030110429447852756,1.0,0.922,922,1.0,15,1111
363,0,0,653,15,64,253,15,64,347,2,0,3,596,389,0.596,402,251,40,0.2756320000000001,0.03015007656967841,1.0,0.921,921,1.0,15,1113
364,0,0,645,18,64,258,15,64,355,9,0,6,607,378,0.607,406,239,43,0.27025600000000005,0.029928682170542637,1.0,0.921,921,1.0,15,1122
365,0,0,639,20,65,261,15,65,361,7,0,4,595,390,0.595,391,248,40,0.27025600000000005,0.03020970266040689,1.0,0.92,920,1.0,15,1129
366,0,0,631,24,59,271,15,59,369,8,0,10,599,386,0.599,396,235,40,0.264656,0.02995879556259905,1.0,0.926,926,1.0,15,1137
367,0,0,624,23,63,275,15,63,376,7,0,4,623,362,0.623,387,237,45,0.26275200000000004,0.030076923076923077,1.0,0.922,922,1.0,15,1144
368,0,0,624,18,67,276,15,67,376,3,0,4,620,365,0.62,388,236,44,0.262528,0.03005128205128205,1.0,0.918,918,1.0,15,1147
369,0,0,619,22,66,278,15,66,381,8,0,5,568,417,0.568,359,260,38,0.266224,0.030720516962843294,1.0,0.919,919,1.0,15,1155
370,0,0,613,19,71,282,15,71,387,6,0,4,580,405,0.58,374,239,48,0.259504,0.030238172920065254,1.0,0.914,914,1.0,15,1161
371,0,0,611,12,75,287,15,75,389,3,0,6,620,365,0.62,395,216,52,0.25368,0.02965630114566285,1.0,0.91,910,1.0,15,1164
372,0,0,611,12,68,293,16,68,389,5,1,11,597,387,0.597,381,230,48,0.25681600000000004,0.030022913256955813,1.0,0.916,916,1.0,16,1169
373,0,0,609,13,67,295,16,67,391,5,0,5,621,363,0.621,386,223,46,0.25457599999999997,0.029858784893267647,1.0,0.917,917,1.0,16,1174
374,0,0,598,18,70,298,16,70,402,11,0,3,616,368,0.616,383,215,46,0.249088,0.029752508361204015,1.0,0.914,914,1.0,16,1185
375,0,0,597,14,71,302,16,71,403,4,0,7,617,367,0.617,380,217,50,0.2492,0.02981574539363484,1.0,0.913,913,1.0,16,1189
376,0,0,591,19,68,306,16,68,409,7,0,5,594,390,0.594,369,222,46,0.24830400000000002,0.03001015228426396,1.0,0.916,916,1.0,16,1196
377,0,0,588,18,72,306,16,72,412,3,0,0,612,372,0.612,377,211,49,0.24483200000000002,0.029741496598639457,1.0,0.912,912,1.0,16,1199
378,0,0,587,20,71,306,16,71,413,4,0,3,580,404,0.58,353,234,42,0.249648,0.030378194207836457,1.0,0.913,913,1.0,16,1203
379,0,0,582,16,71,315,16,71,418,5,0,9,595,389,0.595,363,219,45,0.24460800000000002,0.030020618556701035,1.0,0.913,913,1.0,16,1208
380,0,0,577,17,68,322,16,68,423,6,0,8,613,371,0.613,378,199,44,0.238448,0.029518197573656847,1.0,0.916,916,1.0,16,1214
381,0,0,573,17,68,326,16,68,427,6,0,6,567,417,0.567,347,226,45,0.24315200000000003,0.030310645724258293,1.0,0.916,916,1.0,16,1220
382,0,0,570,15,73,326,16,73,430,4,0,1,586,398,0.586,339,231,48,0.243264,0.03048421052631579,1.0,0.911,911,1.0,16,1224
383,0,0,568,16,68,331,17,68,432,6,1,9,613,370,0.613,361,207,42,0.23721599999999998,0.029830985915492957,1.0,0.915,915,1.0,17,1230
384,0,0,563,17,66,337,17,66,437,5,0,6,603,380,0.603,354,209,44,0.235984,0.02993960923623446,1.0,0.917,917,1.0,17,1235
385,0,0,558,17,67,341,17,67,442,7,0,6,591,392,0.591,350,208,43,0.23408000000000004,0.02996415770609319,1.0,0.916,916,1.0,17,1242
386,0,0,555,14,71,342,18,71,445,4,1,2,611,371,0.611,361,194,50,0.22993600000000003,0.029592792792792793,1.0,0.911,911,1.0,18,1246
387,0,0,553,12,71,346,18,71,447,3,0,5,609,373,0.609,341,212,49,0.2332960000000001,0.030133815551537074,1.0,0.911,911,1.0,18,1249
388,0,0,550,10,69,353,18,69,450,5,0,9,633,349,0.633,354,196,51,0.22870400000000002,0.02970181818181818,1.0,0.913,913,1.0,18,1254
389,0,0,546,14,64,358,18,64,454,6,0,7,604,378,0.604,343,203,46,0.22892800000000005,0.029948717948717948,1.0,0.918,918,1.0,18,1260
390,0,0,547,13,63,359,18,63,453,4,0,6,606,376,0.606,333,214,40,0.23172800000000002,0.030259597806215722,1.0,0.919,919,1.0,18,1264
391,0,0,544,15,60,363,18,60,456,6,0,7,613,369,0.613,336,208,34,0.22937600000000005,0.03011764705882353,1.0,0.922,922,1.0,18,1270
392,0,0,543,20,58,361,18,58,457,7,0,4,630,352,0.63,349,194,41,0.22590400000000008,0.02971639042357275,1.0,0.924,924,1.0,18,1277
393,0,0,542,17,61,362,18,61,458,3,0,3,618,364,0.618,347,195,40,0.22579200000000002,0.029756457564575647,1.0,0.921,921,1.0,18,1280
394,0,0,540,16,62,364,18,62,460,5,0,5,593,389,0.593,317,223,43,0.23139200000000001,0.030607407407407406,1.0,0.92,920,1.0,18,1285
395,0,0,539,15,61,367,18,61,461,4,0,6,610,372,0.61,322,217,42,0.22971200000000006,0.030441558441558443,1.0,0.921,921,1.0,18,1289
396,0,0,536,14,61,371,18,61,464,3,0,4,589,393,0.589,320,216,39,0.22848000000000002,0.03044776119402985,1.0,0.921,921,1.0,18,1292
397,0,0,535,15,60,372,18,60,465,6,0,6,626,356,0.626,356,179,34,0.21985600000000005,0.029353271028037385,1.0,0.922,922,1.0,18,1298
398,0,0,536,13,58,375,18,58,464,1,0,5,605,377,0.605,335,201,35,0.22512000000000001,0.030000000000000002,1.0,0.924,924,1.0,18,1299
399,0,0,537,10,56,379,18,56,463,1,0,6,631,351,0.631,346,191,40,0.22321600000000005,0.029690875232774677,1.0,0.926,926,1.0,18,1300
400,0,0,538,6,55,383,18,55,462,2,0,7,630,352,0.63,348,190,42,0.22332800000000003,0.029650557620817846,1.0,0.927,927,1.0,18,1302
401,0,0,534,7,54,387,18,54,466,6,0,6,627,355,0.627,335,199,40,0.224,0.0299625468164794,1.0,0.928,928,1.0,18,1308
402,0,0,531,9,54,388,18,54,469,4,0,2,631,351,0.631,336,195,37,0.22209600000000004,0.029875706214689268,1.0,0.928,928,1.0,18,1312
403,0,0,530,11,53,388,18,53,470,3,0,2,610,372,0.61,326,204,34,0.22377600000000003,0.030158490566037737,1.0,0.929,929,1.0,18,1315
404,0,0,528,13,49,392,18,49,472,4,0,6,579,403,0.579,310,218,29,0.22624000000000002,0.030606060606060605,1.0,0.933,933,1.0,18,1319
405,0,0,527,11,49,395,18,49,473,2,0,4,621,361,0.621,339,188,30,0.21918400000000005,0.029707779886148013,1.0,0.933,933,1.0,18,1321
406,0,0,527,6,51,398,18,51,473,2,0,5,595,387,0.595,309,218,32,0.22590400000000008,0.03061859582542695,1.0,0.931,931,1.0,18,1323
407,0,0,527,6,50,399,18,50,473,2,0,3,621,361,0.621,334,193,27,0.22030400000000006,0.0298595825426945,1.0,0.932,932,1.0,18,1325
408,0,0,526,7,49,400,18,49,474,4,0,4,614,368,0.614,330,196,29,0.22064,0.029961977186311786,1.0,0.933,933,1.0,18,1329
409,0,0,526,8,47,401,18,47,474,3,0,4,610,372,0.61,336,190,30,0.21929600000000007,0.02977946768060837,1.0,0.935,935,1.0,18,1332
410,0,0,524,7,44,407,18,44,476,3,0,7,619,363,0.619,347,177,28,0.21571200000000001,0.029404580152671753,1.0,0.938,938,1.0,18,1335
411,0,0,524,7,44,407,18,44,476,4,0,4,592,390,0.592,327,197,30,0.22019200000000005,0.03001526717557252,1.0,0.938,938,1.0,18,1339
412,0,0,526,7,41,408,18,41,474,1,0,4,568,414,0.568,310,216,29,0.22512000000000001,0.030570342205323196,1.0,0.941,941,1.0,18,1340
413,0,0,527,4,43,408,18,43,473,1,0,2,583,399,0.583,307,220,28,0.226352,0.030679316888045538,1.0,0.939,939,1.0,18,1341
414,0,0,523,8,43,408,18,43,477,6,0,2,585,397,0.585,317,206,26,0.221872,0.03030210325047801,1.0,0.939,939,1.0,18,1347
415,0,0,524,7,44,407,18,44,476,3,0,3,606,376,0.606,331,193,27,0.21929600000000002,0.029893129770992365,1.0,0.938,938,1.0,18,1350
416,0,0,525,6,40,411,18,40,475,2,0,7,607,375,0.607,336,189,24,0.218736,0.02976,1.0,0.942,942,1.0,18,1352
417,0,0,523,9,37,413,18,37,477,4,0,4,630,352,0.63,341,182,27,0.21649600000000002,0.029567877629063096,1.0,0.945,945,1.0,18,1356
418,0,0,524,5,40,413,18,40,476,1,0,2,664,318,0.664,360,164,28,0.21280000000000004,0.029007633587786262,1.0,0.942,942,1.0,18,1357
419,0,0,522,6,35,419,18,35,478,2,0,6,608,374,0.608,328,194,24,0.21884800000000001,0.029946360153256704,1.0,0.947,947,1.0,18,1359
420,0,0,522,6,35,419,18,35,478,2,0,2,592,390,0.592,325,197,22,0.21952,0.03003831417624521,1.0,0.947,947,1.0,18,1361
421,0,0,524,5,35,418,18,35,476,2,0,3,599,383,0.599,343,181,22,0.21660800000000002,0.02952671755725191,1.0,0.947,947,1.0,18,1363
422,0,0,529,6,32,415,18,32,471,2,0,4,610,372,0.61,343,186,18,0.21940800000000005,0.02962570888468809,1.0,0.95,950,1.0,18,1365
423,0,0,531,5,31,415,18,31,469,1,0,3,629,353,0.629,347,184,19,0.21963200000000002,0.029544256120527305,1.0,0.951,951,1.0,18,1366
424,0,0,533,7,29,413,18,29,467,3,0,3,606,376,0.606,336,197,19,0.223216,0.02991369606003752,1.0,0.953,953,1.0,18,1369
425,0,0,538,6,30,408,18,30,462,1,0,1,621,361,0.621,338,200,21,0.22556800000000002,0.029947955390334575,1.0,0.952,952,1.0,18,1370
426,0,0,540,7,31,404,18,31,460,3,0,1,615,367,0.615,341,199,20,0.226016,0.029896296296296292,1.0,0.951,951,1.0,18,1373
427,0,0,540,5,29,408,18,29,460,1,0,5,591,391,0.591,328,212,20,0.22892800000000005,0.030281481481481482,1.0,0.953,953,1.0,18,1374
428,0,0,542,5,29,406,18,29,458,1,0,1,608,374,0.608,323,219,16,0.23116800000000004,0.030464944649446494,1.0,0.953,953,1.0,18,1375
429,0,0,542,5,29,406,18,29,458,2,0,2,614,368,0.614,346,196,18,0.226016,0.029785977859778594,1.0,0.953,953,1.0,18,1377
430,0,0,542,6,26,408,18,26,458,3,0,5,617,365,0.617,343,199,19,0.22668800000000003,0.029874538745387456,1.0,0.956,956,1.0,18,1380
431,0,0,540,7,26,409,18,26,460,3,0,2,629,353,0.629,356,184,22,0.22265600000000002,0.02945185185185185,1.0,0.956,956,1.0,18,1383
432,0,0,541,10,23,407,19,23,459,4,1,3,644,337,0.644,353,188,14,0.22388800000000006,0.02956007393715342,1.0,0.958,958,1.0,19,1387
433,0,0,542,8,25,406,19,25,458,1,0,1,631,350,0.631,343,199,12,0.22668800000000003,0.029874538745387456,1.0,0.956,956,1.0,19,1388
434,0,0,544,7,26,404,19,26,456,1,0,1,615,366,0.615,342,202,14,0.228032,0.029941176470588235,1.0,0.955,955,1.0,19,1389
435,0,0,551,5,25,400,19,25,449,1,0,4,603,378,0.603,334,217,19,0.233744,0.030301270417422865,1.0,0.956,956,1.0,19,1390
436,0,0,550,5,25,401,19,25,450,2,0,2,594,387,0.594,335,215,16,0.23296000000000003,0.030254545454545454,1.0,0.956,956,1.0,19,1392
437,0,0,545,7,26,403,19,26,455,5,0,2,565,416,0.565,320,225,16,0.23352,0.03060550458715596,1.0,0.955,955,1.0,19,1397
438,0,0,548,6,27,400,19,27,452,0,0,0,608,373,0.608,346,202,14,0.22937600000000005,0.029897810218978103,1.0,0.954,954,1.0,19,1397
439,0,0,551,6,27,397,19,27,449,0,0,0,615,366,0.615,353,198,14,0.22948800000000003,0.02974954627949183,1.0,0.954,954,1.0,19,1397
440,0,0,552,4,29,396,19,29,448,2,0,2,640,341,0.64,366,186,16,0.22713600000000003,0.029391304347826087,1.0,0.952,952,1.0,19,1399
441,0,0,554,5,28,394,19,28,446,2,0,2,611,370,0.611,357,197,14,0.23027200000000003,0.02968953068592058,1.0,0.953,953,1.0,19,1401
442,0,0,554,4,26,397,19,26,446,2,0,5,618,363,0.618,352,202,17,0.23139200000000001,0.02983393501805054,1.0,0.955,955,1.0,19,1403
443,0,0,556,7,24,394,19,24,444,3,0,2,622,359,0.622,353,203,12,0.232288,0.029841726618705034,1.0,0.957,957,1.0,19,1406
444,0,0,560,5,25,391,19,25,440,1,0,2,620,361,0.62,361,199,16,0.232736,0.029685714285714284,1.0,0.956,956,1.0,19,1407
445,0,0,564,3,26,388,19,26,436,0,0,1,622,359,0.622,371,193,18,0.23273599999999997,0.029475177304964538,1.0,0.955,955,1.0,19,1407
446,0,0,566,3,26,386,19,26,434,1,0,1,639,342,0.639,380,186,16,0.23184000000000005,0.02925795053003534,1.0,0.955,955,1.0,19,1408
447,0,0,569,5,24,383,19,24,431,2,0,2,631,350,0.631,374,195,13,0.234864,0.029483304042179262,1.0,0.957,957,1.0,19,1410
448,0,0,567,7,22,385,19,22,433,4,0,4,586,395,0.586,350,217,10,0.23911999999999994,0.030123456790123453,1.0,0.959,959,1.0,19,1414
449,0,0,567,9,20,385,19,20,433,2,0,2,599,382,0.599,348,219,11,0.239568,0.03017989417989418,1.0,0.961,961,1.0,19,1416
450,0,0,571,7,20,383,19,20,429,0,0,2,574,407,0.574,333,238,10,0.245168,0.030669001751313485,1.0,0.961,961,1.0,19,1416
451,0,0,573,7,20,381,19,20,427,1,0,1,552,429,0.552,337,236,11,0.245392,0.030589877835951133,1.0,0.961,961,1.0,19,1417
452,0,0,575,6,21,379,19,21,425,1,0,1,579,402,0.579,357,218,13,0.24203199999999997,0.03006608695652174,1.0,0.96,960,1.0,19,1418
453,0,0,574,3,22,382,19,22,426,1,0,3,584,397,0.584,355,219,14,0.24192000000000002,0.030104529616724742,1.0,0.959,959,1.0,19,1419
454,0,0,577,5,20,379,19,20,423,3,0,3,582,399,0.582,339,238,14,0.247184,0.030599653379549393,1.0,0.961,961,1.0,19,1422
455,0,0,575,5,23,378,19,23,425,3,0,0,615,366,0.615,355,220,18,0.24248,0.030121739130434783,1.0,0.958,958,1.0,19,1425
456,0,0,575,6,21,379,19,21,425,1,0,2,601,380,0.601,349,226,17,0.243824,0.03028869565217392,1.0,0.96,960,1.0,19,1426
457,0,0,573,8,20,380,19,20,427,3,0,2,602,379,0.602,354,219,11,0.24158399999999997,0.030115183246073297,1.0,0.961,961,1.0,19,1429
458,0,0,575,8,21,377,19,21,425,2,0,1,589,392,0.589,349,226,14,0.243824,0.03028869565217392,1.0,0.96,960,1.0,19,1431
459,0,0,578,6,22,375,19,22,422,0,0,1,602,379,0.602,363,215,14,0.24236799999999997,0.0299515570934256,1.0,0.959,959,1.0,19,1431
460,0,0,575,10,23,373,19,23,425,6,0,1,629,352,0.629,379,196,12,0.237104,0.02945391304347826,1.0,0.958,958,1.0,19,1437
461,0,0,574,8,26,373,19,26,426,2,0,1,606,375,0.606,360,214,21,0.24080000000000001,0.02996515679442509,1.0,0.955,955,1.0,19,1439
462,0,0,576,6,28,371,19,28,424,2,0,2,577,404,0.577,334,242,19,0.24774399999999996,0.03072222222222222,1.0,0.953,953,1.0,19,1441
463,0,0,576,6,29,370,19,29,424,4,0,3,600,381,0.6,354,222,16,0.243264,0.030166666666666668,1.0,0.952,952,1.0,19,1445
464,0,0,573,10,27,371,19,27,427,4,0,2,620,361,0.62,375,198,15,0.23688000000000003,0.02952879581151833,1.0,0.954,954,1.0,19,1449
465,0,0,577,9,28,367,19,28,423,1,0,1,607,374,0.607,365,212,18,0.24136000000000005,0.029878682842287698,1.0,0.953,953,1.0,19,1450
466,0,0,576,9,28,368,19,28,424,2,0,2,645,336,0.645,390,186,21,0.2352,0.029166666666666667,1.0,0.953,953,1.0,19,1452
467,0,0,576,6,30,369,19,30,424,2,0,3,642,339,0.642,372,204,23,0.239232,0.029666666666666668,1.0,0.951,951,1.0,19,1454
468,0,0,574,11,30,366,19,30,426,6,0,1,636,345,0.636,373,201,20,0.23788800000000002,0.029602787456445994,1.0,0.951,951,1.0,19,1460
469,0,0,572,9,32,368,19,32,428,3,0,3,622,359,0.622,368,204,24,0.23788799999999996,0.029706293706293702,1.0,0.949,949,1.0,19,1463
470,0,0,576,6,33,366,19,33,424,0,0,2,616,365,0.616,364,212,26,0.24102400000000004,0.029888888888888892,1.0,0.948,948,1.0,19,1463
471,0,0,578,4,34,365,19,34,422,1,0,2,617,364,0.617,366,212,23,0.24169600000000002,0.02986851211072665,1.0,0.947,947,1.0,19,1464
472,0,0,581,4,36,360,19,36,419,2,0,0,633,348,0.633,373,208,24,0.241808,0.029728055077452666,1.0,0.945,945,1.0,19,1466
473,0,0,582,3,38,358,19,38,418,2,0,1,641,340,0.641,381,201,24,0.24057599999999998,0.02952577319587629,1.0,0.943,943,1.0,19,1468
474,0,0,583,5,34,359,19,34,417,2,0,4,647,334,0.647,385,198,19,0.24024000000000004,0.029433962264150945,1.0,0.947,947,1.0,19,1470
475,0,0,584,6,32,359,19,32,416,2,0,3,598,383,0.598,362,222,19,0.245952,0.03008219178082192,1.0,0.949,949,1.0,19,1472
476,0,0,584,6,31,360,19,31,416,2,0,3,604,377,0.604,370,214,19,0.24416000000000002,0.02986301369863014,1.0,0.95,950,1.0,19,1474
477,0,0,584,8,29,360,19,29,416,3,0,3,609,372,0.609,368,216,16,0.24460800000000002,0.029917808219178086,1.0,0.952,952,1.0,19,1477
478,0,0,584,7,32,358,19,32,416,2,0,0,618,363,0.618,373,211,22,0.24348799999999998,0.029780821917808217,1.0,0.949,949,1.0,19,1479
479,0,0,586,6,30,359,19,30,414,1,0,4,590,391,0.59,361,225,19,0.247296,0.030143344709897612,1.0,0.951,951,1.0,19,1480
480,0,0,584,10,27,360,19,27,416,5,0,4,563,418,0.563,350,234,19,0.24863999999999994,0.030410958904109584,1.0,0.954,954,1.0,19,1485
481,0,0,584,7,29,361,19,29,416,2,0,3,571,410,0.571,342,242,21,0.250432,0.030630136986301366,1.0,0.952,952,1.0,19,1487
482,0,0,583,8,29,361,19,29,417,3,0,2,610,371,0.61,357,226,21,0.24651199999999998,0.030202401372212695,1.0,0.952,952,1.0,19,1490
483,0,0,586,7,28,360,19,28,414,0,0,2,618,363,0.618,366,220,19,0.24617600000000003,0.03000682593856656,1.0,0.953,953,1.0,19,1490
484,0,0,587,6,26,362,19,26,413,2,0,5,633,348,0.633,374,213,19,0.24494400000000002,0.029805792163543444,1.0,0.955,955,1.0,19,1492
485,0,0,590,4,28,359,19,28,410,1,0,1,644,337,0.644,393,197,20,0.24236800000000003,0.029342372881355935,1.0,0.953,953,1.0,19,1493
486,0,0,588,5,30,358,19,30,412,3,0,0,598,383,0.598,367,221,24,0.24707199999999996,0.03001360544217687,1.0,0.951,951,1.0,19,1496
487,0,0,590,6,30,355,19,30,410,2,0,1,603,378,0.603,373,217,15,0.24684799999999993,0.02988474576271186,1.0,0.951,951,1.0,19,1498
488,0,0,589,6,29,357,19,29,411,1,0,2,580,401,0.58,348,241,18,0.251888,0.030546689303904924,1.0,0.952,952,1.0,19,1499
489,0,0,588,7,28,357,20,28,412,3,1,2,548,432,0.548,329,259,22,0.25558400000000003,0.03104761904761905,1.0,0.952,952,1.0,20,1502
490,0,0,587,7,32,354,20,32,413,4,0,0,576,404,0.576,349,238,23,0.250544,0.030487223168654175,1.0,0.948,948,1.0,20,1506
491,0,0,587,8,28,357,20,28,413,2,0,5,563,417,0.563,347,240,22,0.25099199999999994,0.03054173764906303,1.0,0.952,952,1.0,20,1508
492,0,0,587,7,28,358,20,28,413,2,0,3,576,404,0.576,352,235,19,0.249872,0.030405451448040886,1.0,0.952,952,1.0,20,1510
493,0,0,591,4,26,359,20,26,409,1,0,6,574,406,0.574,348,243,17,0.253008,0.03057868020304569,1.0,0.954,954,1.0,20,1511
494,0,0,590,4,25,360,21,25,410,2,1,2,596,383,0.596,356,234,16,0.250656,0.030345762711864406,1.0,0.954,954,1.0,21,1513
495,0,0,589,6,22,362,21,22,411,2,0,3,567,412,0.567,340,249,14,0.25368,0.03076400679117148,1.0,0.957,957,1.0,21,1515
496,0,0,586,6,25,362,21,25,414,4,0,1,561,418,0.561,339,247,16,0.252224,0.03074402730375427,1.0,0.954,954,1.0,21,1519
497,0,0,587,6,25,361,21,25,413,1,0,1,581,398,0.581,356,231,16,0.24897599999999998,0.030296422487223168,1.0,0.954,954,1.0,21,1520
498,0,0,590,6,24,359,21,24,410,1,0,2,582,397,0.582,345,245,12,0.25312,0.030644067796610167,1.0,0.955,955,1.0,21,1521
499,0,0,588,8,22,361,21,22,412,3,0,3,565,414,0.565,346,242,10,0.251776,0.030585034013605444,1.0,0.957,957,1.0,21,1524
500,0,0,588,9,23,359,21,23,412,3,0,1,582,397,0.582,358,230,15,0.24908800000000003,0.030258503401360548,1.0,0.956,956,1.0,21,1527
501,0,0,590,8,23,358,21,23,410,2,0,3,582,397,0.582,361,229,14,0.24953599999999995,0.03021016949152542,1.0,0.956,956,1.0,21,1529
502,0,0,589,7,24,359,21,24,411,1,0,1,571,408,0.571,345,244,13,0.25255999999999995,0.03062818336162988,1.0,0.955,955,1.0,21,1530
503,0,0,592,4,25,358,21,25,408,0,0,2,576,403,0.576,359,233,16,0.25110400000000005,0.0302972972972973,1.0,0.954,954,1.0,21,1530
504,0,0,593,2,27,357,21,27,407,0,0,0,574,405,0.574,352,241,14,0.253232,0.030502529510961215,1.0,0.952,952,1.0,21,1530
505,0,0,598,1,25,355,21,25,402,0,0,3,575,404,0.575,351,247,14,0.25625600000000004,0.030608695652173917,1.0,0.954,954,1.0,21,1530
506,0,0,597,4,23,355,21,23,403,3,0,2,581,398,0.581,351,246,14,0.255696,0.030592964824120602,1.0,0.956,956,1.0,21,1533
507,0,0,599,3,21,356,21,21,401,0,0,3,561,418,0.561,339,260,12,0.259504,0.030944908180300504,1.0,0.958,958,1.0,21,1533
508,0,0,597,6,18,358,21,18,403,3,0,3,573,406,0.573,352,245,8,0.25547200000000003,0.030566164154103855,1.0,0.961,961,1.0,21,1536
509,0,0,598,7,17,357,21,17,402,2,0,2,545,434,0.545,337,261,12,0.25939199999999996,0.03098327759197324,1.0,0.962,962,1.0,21,1538
510,0,0,600,6,17,356,21,17,400,0,0,1,572,407,0.572,350,250,10,0.2576,0.030666666666666665,1.0,0.962,962,1.0,21,1538
511,0,0,599,9,18,353,21,18,401,4,0,0,602,377,0.602,372,227,14,0.252112,0.030063439065108513,1.0,0.961,961,1.0,21,1542
512,0,0,598,8,19,354,21,19,402,1,0,1,578,401,0.578,360,238,15,0.25424,0.03036789297658863,1.0,0.96,960,1.0,21,1543
513,0,0,597,5,21,356,21,21,403,1,0,2,555,424,0.555,358,239,16,0.254128,0.030405360134003353,1.0,0.958,958,1.0,21,1544
514,0,0,597,6,20,356,21,20,403,2,0,2,584,395,0.584,357,240,15,0.254352,0.0304321608040201,1.0,0.959,959,1.0,21,1546
515,0,0,599,3,22,355,21,22,401,0,0,1,622,357,0.622,386,213,14,0.24897599999999998,0.02968948247078464,1.0,0.957,957,1.0,21,1546
516,0,0,600,4,22,353,21,22,400,3,0,2,597,382,0.597,370,230,17,0.25312,0.030133333333333335,1.0,0.957,957,1.0,21,1549
517,0,0,602,5,18,354,21,18,398,1,0,4,613,366,0.613,381,221,16,0.251776,0.029873754152823923,1.0,0.961,961,1.0,21,1550
518,0,0,606,6,18,349,21,18,394,2,0,1,608,371,0.608,377,229,13,0.25491199999999997,0.030046204620462043,1.0,0.961,961,1.0,21,1552
519,0,0,606,5,20,348,21,20,394,2,0,1,600,379,0.6,371,235,17,0.25625600000000004,0.03020462046204621,1.0,0.959,959,1.0,21,1554
520,0,0,607,4,20,348,21,20,393,1,0,2,616,363,0.616,380,227,14,0.2548000000000001,0.029983525535420105,1.0,0.959,959,1.0,21,1555
521,0,0,610,3,21,345,21,21,390,0,0,0,569,410,0.569,360,250,13,0.26096,0.03055737704918033,1.0,0.958,958,1.0,21,1555
522,0,0,611,6,21,341,21,21,389,3,0,0,613,366,0.613,388,223,16,0.255248,0.029839607201309327,1.0,0.958,958,1.0,21,1558
523,0,0,612,6,18,343,21,18,388,1,0,4,612,367,0.612,391,221,11,0.25513600000000003,0.029777777777777778,1.0,0.961,961,1.0,21,1559
524,0,0,614,2,21,342,21,21,386,0,0,1,615,364,0.615,383,231,13,0.258048,0.03001954397394137,1.0,0.958,958,1.0,21,1559
525,0,0,615,2,21,341,21,21,385,1,0,1,581,398,0.581,369,246,10,0.261744,0.030399999999999996,1.0,0.958,958,1.0,21,1560
526,0,0,620,2,20,337,21,20,380,0,0,1,600,379,0.6,392,228,13,0.259392,0.029883870967741935,1.0,0.959,959,1.0,21,1560
527,0,0,621,2,20,336,21,20,379,1,0,1,603,376,0.603,383,238,14,0.26196800000000003,0.030132045088566827,1.0,0.959,959,1.0,21,1561
528,0,0,623,1,17,338,21,17,377,0,0,4,603,376,0.603,381,242,12,0.263536,0.03021508828250401,1.0,0.962,962,1.0,21,1561
529,0,0,623,2,13,341,21,13,377,1,0,4,610,369,0.61,388,235,5,0.26196800000000003,0.030035313001605137,1.0,0.966,966,1.0,21,1562
530,0,0,623,2,12,342,21,12,377,1,0,2,630,349,0.63,408,215,7,0.257488,0.02952166934189406,1.0,0.967,967,1.0,21,1563
531,0,0,624,3,11,341,21,11,376,1,0,1,617,362,0.617,399,225,7,0.260064,0.02976923076923077,1.0,0.968,968,1.0,21,1564
532,0,0,624,4,9,342,21,9,376,1,0,2,600,379,0.6,387,237,4,0.26275200000000004,0.030076923076923077,1.0,0.97,970,1.0,21,1565
533,0,0,625,4,8,342,21,8,375,1,0,2,596,383,0.596,373,252,7,0.266448,0.0304512,1.0,0.971,971,1.0,21,1566
534,0,0,626,2,10,341,21,10,374,0,0,0,580,399,0.58,364,262,7,0.26902400000000004,0.030696485623003197,1.0,0.969,969,1.0,21,1566
535,0,0,630,2,10,337,21,10,370,0,0,0,617,362,0.617,394,236,5,0.264544,0.029993650793650795,1.0,0.969,969,1.0,21,1566
536,0,0,635,1,11,332,21,11,365,1,0,1,638,341,0.638,412,223,5,0.26331200000000005,0.029618897637795277,1.0,0.968,968,1.0,21,1567
537,0,0,637,1,11,330,21,11,363,0,0,0,599,380,0.599,385,252,4,0.27048,0.03032967032967033,1.0,0.968,968,1.0,21,1567
538,0,0,639,1,10,329,21,10,361,0,0,1,583,396,0.583,377,262,5,0.273392,0.030560250391236304,1.0,0.969,969,1.0,21,1567
539,0,0,640,2,9,328,21,9,360,1,0,1,640,339,0.64,409,231,6,0.26678399999999997,0.029774999999999996,1.0,0.97,970,1.0,21,1568
540,0,0,642,1,8,328,21,8,358,0,0,2,620,359,0.62,408,234,5,0.26812800000000003,0.029831775700934583,1.0,0.971,971,1.0,21,1568
541,0,0,641,3,8,327,21,8,359,2,0,0,589,390,0.589,381,260,5,0.273616,0.030489859594383776,1.0,0.971,971,1.0,21,1570
542,0,0,643,5,6,325,21,6,357,2,0,2,600,379,0.6,386,257,2,0.273616,0.030395023328149296,1.0,0.973,973,1.0,21,1572
543,0,0,645,3,7,324,21,7,355,0,0,1,597,382,0.597,398,247,6,0.27204800000000007,0.03012713178294574,1.0,0.972,972,1.0,21,1572
